datetime,tempmax,tempmin,temp,dew,humidity,precip,windspeed
2022-04-16,20.6,9.9,14.8,9,69.6,5.188,26.2
2022-04-17,21.8,6.1,13.3,2.9,55.4,0,18.1
2022-04-18,21.5,6.1,13.6,6,62.7,0,25.9
2022-04-19,20.3,10.2,15,7.9,65.7,1.554,17.4
2022-04-20,21.7,6.8,13.9,7.3,68.4,0.534,28.1
2022-04-21,17.9,9.9,13.9,8.9,73.7,3.584,24.1
2022-04-22,19.3,7.4,13.1,6.4,67.9,3.297,12.4
2022-04-23,25.4,6.1,15.5,4,55.9,0,25.2
2022-04-24,27,7.2,17,4.6,49,0,13.9
2022-04-25,26.9,10.5,18,5.9,49.8,0,22.2
2022-04-26,24.8,11.7,17.2,7.3,54.6,0,20
2022-04-27,23,8.8,15.3,5.8,56.4,0,24.9
2022-04-28,21.6,8.1,14.2,4.5,55.1,0,19
2022-04-29,26.2,8.2,16.7,2.5,47.6,0,22.3
2022-04-30,27.6,9.1,17.1,7.9,58.4,0,32.7
2022-05-01,27.8,8.2,17.6,3.8,49.2,0,25.6
2022-05-02,22.7,10.4,16.6,6,52,0,27.6
2022-05-03,27.3,12.1,19.2,0.5,30.4,0,33.2
2022-05-04,30.7,9,20.1,6.5,47.3,0,16.1
2022-05-05,23.8,11.7,17.5,8,56.3,0,22.9
2022-05-06,24.2,12.7,17.7,11.9,70.7,0,23
2022-05-07,23.3,10.5,16.6,7,57.6,0,25.6
2022-05-08,18.5,6.7,12.8,1.3,48.6,0.222,31.5
2022-05-09,17.5,6.8,11.6,1.4,52.5,0.211,32.1
2022-05-10,16.1,4.2,10.3,2.3,60.5,0.226,25.7
2022-05-11,22,3.3,13.1,2.3,54.9,0,24
2022-05-12,22.3,7.9,14.6,3.6,52.2,0,16.7
2022-05-13,27.8,8.4,18.4,7.9,56.1,0,16
2022-05-14,32.2,11.9,22.4,9.1,51.8,0,27.3
2022-05-15,31.3,13.2,21.5,11.6,56.1,0,28.9
2022-05-16,27.2,11.6,18.7,9.5,58.3,0,26.1
2022-05-17,33.2,11.1,20.9,7.8,51,0,20.2
2022-05-18,37.1,11.7,24.6,6.9,41.4,0,30.2
2022-05-19,33.1,18.6,26.8,2.3,23.5,0,30
2022-05-20,27.8,14.2,21.5,-4.8,18.1,0,43.4
2022-05-21,30.9,11.3,21.5,-0.8,26.6,0,15.9
2022-05-22,32.8,11.6,22.3,4.2,38.5,0,15.8
2022-05-23,34.8,12.6,23.9,6,39.4,0,28.6
2022-05-24,37.1,15.2,26.7,4.7,32.3,0,23.9
2022-05-25,38.5,17.5,28,9.3,35.2,0,19.6
2022-05-26,25.1,15.6,19.7,10.1,54.7,0,33
2022-05-27,25.4,13,18.5,11.2,64.6,0,30.1
2022-05-28,25.6,13.4,18.6,10.2,61.9,0,31.8
2022-05-29,27,10.8,19.3,4.1,47.4,0,30.9
2022-05-30,28.2,10.6,19.7,2.2,39.1,0,29.1
2022-05-31,31,11.8,22,2.1,33.9,0,32
2022-06-01,33.7,13.7,23.6,5.6,36.6,0,16.5
2022-06-02,29.7,17,22.6,8.5,42.1,0,26.8
2022-06-03,28,14.4,20.8,11.9,58.6,0,30.4
2022-06-04,25.2,15.7,20,8.4,50.3,0,19.1
2022-06-05,26.7,16.6,20.8,15.4,72.8,3.116,20.8
2022-06-06,31.1,14.7,22.4,11.6,56.9,0,16
2022-06-07,33,13.2,23,10.2,49.9,0,19.8
2022-06-08,32.4,16,23.2,9.5,43,0,21.7
2022-06-09,37.1,15.9,25.9,11.2,46.2,0,18.5
2022-06-10,38.1,17.5,28.8,12.8,42,0,16.7
2022-06-11,36.3,17.8,27.2,14.6,50.2,0,25.9
2022-06-12,27.6,17.5,22.7,14.9,62.6,0,32.7
2022-06-13,28.8,13.1,21.5,2.8,37.4,0,25.5
2022-06-14,32.2,17.5,24.4,0.4,23.7,0,28.7
2022-06-15,34.7,14.2,24,4.9,33.9,0,33.3
2022-06-16,29.7,14.5,20.9,6.7,42.9,0,32.3
2022-06-17,23.6,12.5,17.5,6.7,51.4,0,28.4
2022-06-18,25.7,10.8,18.1,7.1,53.7,0,20
2022-06-19,30.1,11.1,21.5,6.6,45.1,0,20.2
2022-06-20,33.9,14.3,24.6,6.3,37.5,0,27.4
2022-06-21,39.4,18,29,4.8,27.5,0,20.8
2022-06-22,36.5,18.6,28.9,9.7,32.2,0,27.3
2022-06-23,37.4,24,29.8,9.2,29.1,0,26.3
2022-06-24,37.1,19.2,27.5,9.2,35.7,0,17.2
2022-06-25,36.9,17.2,25.9,9.2,39.1,0,26
2022-06-26,37.5,16.5,25.9,9.1,40.9,0,20.5
2022-06-27,38.4,15.1,25.1,10.7,47,0,15.7
2022-06-28,36.9,16.2,25.4,9.1,40.6,0,23.7
2022-06-29,32.6,15.3,22.6,10.4,49.8,0,26.9
2022-06-30,29.2,13.2,20.2,11.2,60.1,0,24.8
2022-07-01,30.8,12.8,20.2,10.5,58.9,0,21.5
2022-07-02,25,13.3,18.1,11.2,66.1,0,32.4
2022-07-03,24.8,14.2,18.2,10.7,63.6,0,28.1
2022-07-04,29.7,13.4,21.4,12.7,60.3,0,27.8
2022-07-05,30.6,19,23.8,14.9,60.1,0,33.2
2022-07-06,27.5,16,21.1,12.7,61,0,29.8
2022-07-07,31.2,14.5,21.7,11.7,58,0,25.5
2022-07-08,34.3,16.1,23.9,11.8,51.3,0,26.5
2022-07-09,32.5,15.2,23.1,12.6,55.9,0,18.1
2022-07-10,37.9,15.8,26.4,11.7,46.8,0,19.1
2022-07-11,38,20.5,28.6,12.6,39.7,0,21.7
2022-07-12,34.3,16.5,24.7,12,48.6,0,23
2022-07-13,32.1,15.7,22.6,12.1,56.4,0,26.7
2022-07-14,35.3,16.1,24.1,12.8,54.1,0,21.1
2022-07-15,35.8,15.1,24.4,11.5,49.4,0,22.3
2022-07-16,38.5,16.2,26.6,10.5,43.4,0,16.2
2022-07-17,39.1,18.8,27.9,10.8,38.7,0,24.4
2022-07-18,37.1,20.1,27.5,8.8,34.7,0,22.6
2022-07-19,36.5,18.4,26.1,8.4,38,0,22.6
2022-07-20,37.1,15.2,25.1,9.6,42.5,0,15.7
2022-07-21,35.4,14.3,24,10.2,46.2,0,17.9
2022-07-22,36.3,16,24.9,7.9,38.6,0,18.6
2022-07-23,35.4,14.4,23.7,9.5,45.9,0,17.6
2022-07-24,36,14.6,24.2,11,48.2,0,18.2
2022-07-25,32.2,14.1,22.2,11.6,54.6,0,19.2
2022-07-26,33.7,16.8,23.1,12.2,53.7,0,26.2
2022-07-27,34.4,15.2,23.3,12.2,53.7,0,20.4
2022-07-28,34.4,14.7,22.9,13,57.3,0,21.3
2022-07-29,34.1,16.1,23.1,14.2,60.8,0,23.3
2022-07-30,31.6,16.4,22.6,14.6,63,0,26.8
2022-07-31,29.1,17.4,22.2,14.8,64.1,0,18
2022-08-01,28.2,17.4,22.5,15.2,64.2,0,14.6
2022-08-02,37.9,19.3,27.5,15.3,52.1,0,25.4
2022-08-03,38,19,27.5,13.2,44.1,0,16.7
2022-08-04,36.6,20.8,27.3,11.9,41.2,0,29.5
2022-08-05,30.1,17.4,22.8,13.5,57.2,0,30.9
2022-08-06,31.1,16.9,22.8,13.2,58,0,17.9
2022-08-07,33.2,15.7,22.9,12,54.2,0,28.8
2022-08-08,32.6,15.7,23,11.9,54.8,0,22.1
2022-08-09,31.3,17.3,23,12.1,54.1,0,28.6
2022-08-10,32.3,15.6,22.9,12.1,55.9,0,16.2
2022-08-11,33.6,16.7,23.6,12.3,54.9,0,19.3
2022-08-12,34.1,16.1,23.6,11.3,51.4,0,19.9
2022-08-13,35.7,15.6,24.4,10.3,47.9,0,16.7
2022-08-14,37.4,15.4,26,9.1,42.4,0,16.6
2022-08-15,38.5,17.5,27.6,9.5,39.9,0,14.8
2022-08-16,40.6,17.2,28.9,9.3,37.3,0,14.8
2022-08-17,33.1,22.7,27.4,11.8,38.7,0,15
2022-08-18,38.2,18.1,26.6,12.5,45,0,29.2
2022-08-19,37.4,16.4,25.8,12.6,48.9,0,21
2022-08-20,39.1,16.6,26.8,11.9,46.1,0,15.3
2022-08-21,32.4,17.7,24.3,12.3,49.8,0,28.9
2022-08-22,35.9,15.1,23.9,13.7,58.4,0,17.2
2022-08-23,37.5,18.2,26.9,14.3,52.2,0,14.5
2022-08-24,36,19.3,26.3,12.9,47.1,0,20
2022-08-25,32.5,15.6,23.1,13.5,58.6,0,21.5
2022-08-26,34.6,14.4,23.3,12.5,57.8,0,15.5
2022-08-27,32.2,15,22.8,13.1,57.9,0,18.8
2022-08-28,31.7,14.4,21.8,11.7,58.1,0,23.8
2022-08-29,33.9,15.7,22.9,11.9,54.9,0,16.2
2022-08-30,34.3,16.3,24.2,11.9,50.7,0,15.1
2022-08-31,36.9,15.8,24.7,10.3,47.2,0,13
2022-09-01,40.1,15,27.5,9.8,39.8,0,24.7
2022-09-02,39.3,19.2,27.8,8.7,33.6,0,15.2
2022-09-03,37.6,18,26.9,9.3,38.6,0,13.7
2022-09-04,40.7,17,28.8,8.9,35.6,0,13.9
2022-09-05,45.6,20.9,32.3,8.7,28.2,0,27.5
2022-09-06,45.3,23,33.5,11.4,30.1,0,16.5
2022-09-07,41.5,24.3,32.3,8.5,24.9,0,22.2
2022-09-08,44,20.5,32.1,10.2,30.1,0,24.8
2022-09-09,40.7,21,30.3,10.3,32.2,0,16.5
2022-09-10,29.7,21.4,24.5,10.6,42.3,0,31.8
2022-09-11,32.4,19.7,25.2,10.2,42.7,0,12.6
2022-09-12,33.1,19.7,24.6,11.3,45.4,0,20.5
2022-09-13,26.7,16.7,20.4,12,60.6,0,25.6
2022-09-14,26.1,13.9,19.3,11.2,62.1,0,23.5
2022-09-15,25.3,14.3,19.1,11.7,65,0,16.5
2022-09-16,28.9,13.3,20.1,11.3,61,0,16.7
2022-09-17,24.3,14.6,18.6,11,63.1,0,30.1
2022-09-18,24,15.9,18.7,12.2,66.8,0.99,28.4
2022-09-19,23.1,16.7,18.7,15.7,83.3,8.61,19.3
2022-09-20,24.4,15.7,19,14,75.8,0.504,13
2022-09-21,25.2,16.4,19.3,13,70,0.664,11.2
2022-09-22,28.2,14.4,20.3,11.9,63.4,0,23.5
2022-09-23,31.7,13,21.9,12.2,59,0,25.7
2022-09-24,35.4,13.6,23.6,11.2,54.6,0,18.9
2022-09-25,35.2,15.2,23.7,12.3,55.2,0,18.5
2022-09-26,33.2,15.1,22.2,13.1,60.2,0,13.3
2022-09-27,28.9,12.4,19.6,10.4,59.5,0,15.7
2022-09-28,29.9,14.4,21,11.2,58.8,0,18.6
2022-09-29,31.3,14.5,22.1,12.6,60.5,0,16.9
2022-09-30,33,12.6,22.1,10,53.1,0,12.9
2022-10-01,28.1,14.4,19.9,12,62.8,0,21.3
2022-10-02,27.1,13.7,19.2,11.8,64.8,0,16.8
2022-10-03,30.2,13.1,20.4,11.7,61,0,14.3
2022-10-04,30.7,14.4,21,12.6,62.2,0,11
2022-10-05,32.3,13.7,21.9,12.9,61.1,0,15.3
2022-10-06,33.9,13.5,22.8,12.1,56.6,0,17.2
2022-10-07,35.6,13.2,23.3,10.7,52.6,0,23.9
2022-10-08,34,13.8,23.3,11.5,53.2,0,15.7
2022-10-09,32.4,13.3,21.3,11.7,58.4,0,15.4
2022-10-10,33.5,12.3,21.6,11,56.8,0,14.3
2022-10-11,31.8,12.9,20.8,9.8,53.4,0,14
2022-10-12,28.6,13,19.3,11.7,64.9,0,13.8
2022-10-13,28.6,11.8,18.5,11.3,66.9,0,13.1
2022-10-14,29.3,10.4,19.3,11.5,64.2,0,12.1
2022-10-15,25.8,12.8,17.7,12.3,72.5,0,28.6
2022-10-16,22.6,13.6,17.4,11.4,69.4,0,18.1
2022-10-17,25.1,9.4,17.1,10.7,68.6,0,11.2
2022-10-18,29.5,12.8,19.4,11.1,63.3,0,14.4
2022-10-19,31.5,10.1,19.6,8.4,53.5,0,10.8
2022-10-20,30.7,11.8,20.2,8.2,50.3,0,14.8
2022-10-21,27.2,11.5,18.1,9.9,61.7,0,19.1
2022-10-22,24.4,15.2,18.6,5.3,49.9,0,34.2
2022-10-23,21.9,10.4,16.3,-0.9,32.9,0,37.1
2022-10-24,23.5,7.9,15.4,-1.1,34.6,0.072,15.2
2022-10-25,23.4,9.5,15.7,3.9,46.7,0,14.5
2022-10-26,22.9,7.9,14.5,2.3,50.2,0,27.1
2022-10-27,22.4,6.4,13.5,0.8,44.6,0,10.7
2022-10-28,22.3,5.8,13.7,3.2,52.6,0,11.5
2022-10-29,24.4,5.8,13.9,3.8,57.3,0,12.8
2022-10-30,25.1,5.7,14.5,6,61.6,0,9.5
2022-10-31,20.8,8.4,14.2,7,63.6,0,18.2
2022-11-01,16.2,9.4,12.5,8.5,77.6,3.968,23.9
2022-11-02,15.2,7.9,10.9,5.7,71.8,0,13.9
2022-11-03,16.7,2.5,9.3,0.9,61.3,0,24.5
2022-11-04,17.4,3.8,10.2,2.3,60.2,0,11.6
2022-11-05,16.3,9.5,13.3,8,70.6,0,18
2022-11-06,18,10.7,13.9,7.3,66.3,0,21.1
2022-11-07,15,7.8,11.3,6.2,72.2,2.895,20
2022-11-08,11.2,7.9,9.8,7,83.2,17.885,23.2
2022-11-09,15.3,6,9.8,5.4,75.4,0,12.5
2022-11-10,14.9,4,8.3,4.1,77,0,20.6
2022-11-11,15,1.9,7.9,3.8,77.7,0,7.5
2022-11-12,15.4,4.9,9.8,5.7,76.9,0.369,12.5
2022-11-13,17.7,4.3,9.6,1.5,61.6,0,25.9
2022-11-14,15.1,1.8,7.7,2.4,71.9,0,13.7
2022-11-15,21.2,2.3,10.9,0.6,55.9,0,24.1
2022-11-16,18.3,1.6,9.3,1,58.9,0,12.3
2022-11-17,17.9,2.3,8.9,3,70.5,0,7.3
2022-11-18,19.2,3.1,10.2,0,56.8,0,32.4
2022-11-19,17.3,3.7,9.2,-3.4,44,0,15.6
2022-11-20,18,0.7,7.6,-0.7,61,0,9.4
2022-11-21,17.8,-0.3,7.1,0,65.6,0,7
2022-11-22,16.9,0.1,7.7,0.9,65.9,0,7.3
2022-11-23,19.3,1.8,9.1,2.3,66.3,0,9.8
2022-11-24,20,1.9,9.4,2.9,68.4,0,6
2022-11-25,20,3.5,9.5,3,68.2,0,7
2022-11-26,20.8,3.6,10.5,2.5,62.7,0,17
2022-11-27,18.3,2,8.8,2,66,0,12.3
2022-11-28,16.8,2.2,8.9,2.1,65.4,0,15.3
2022-11-29,14.5,2.2,7.1,-1.7,57.4,0,16.3
2022-11-30,14.4,-0.3,7.3,1.1,67.1,0,14.7
2022-12-01,9.6,2.9,8,5.3,83.3,9.074,25.9
2022-12-02,11.1,-1,4.3,1.6,83.9,0,18.2
2022-12-03,6.7,3,5.4,4.2,92.1,32.778,14.5
2022-12-04,13.5,5.7,9,7.4,89.6,4.329,12.7
2022-12-05,14.8,7.6,10.7,7.6,81.9,3.18,16.2
2022-12-06,14.4,5.4,9.4,6.2,81.6,0.009,15.9
2022-12-07,14,1.2,6.8,3.5,81.5,0,7.2
2022-12-08,12.3,3.4,8.5,5.1,79.7,0.785,17.6
2022-12-09,11.8,7.5,10,6.6,80.2,0,11.4
2022-12-10,12.9,10.2,11.3,8.8,85,21.696,38
2022-12-11,11.4,7.3,9,5.8,81.1,7.716,23.4
2022-12-12,12.1,3,7.7,4.1,79.4,0.447,20.1
2022-12-13,11.8,-0.4,4.8,1.3,80,0,9.8
2022-12-14,11.7,0,5,2,82.3,0,9.1
2022-12-15,11.8,1.3,5.4,2.4,82.1,0,8.3
2022-12-16,12.8,-0.7,5.1,1.7,80.9,0,9.6
2022-12-17,13.1,-0.8,4.7,1.2,80.1,0,6.9
2022-12-18,5.6,-0.3,2.6,1.5,93.3,0,11.6
2022-12-19,7.2,5.2,5.9,3.1,82.7,0,11.1
2022-12-20,11.2,4.5,7,3.9,81.3,0,10.6
2022-12-21,6.9,2.7,5.1,3.9,92.1,0,8.2
2022-12-22,8.4,5.7,6.8,4.5,85.9,0,9.4
2022-12-23,12.4,4.5,7.8,5.4,85.7,0,11.1
2022-12-24,13.9,2.3,7.1,5.4,89.9,0,6.2
2022-12-25,7.9,4.3,6.3,5.6,95.3,0,10.3
2022-12-26,11.1,5.8,7.7,6.4,92.1,6.256,18.7
2022-12-27,11.9,8.4,11,9.4,89.9,17.398,34.5
2022-12-28,11.4,2.5,7.3,5.7,90.1,0,9.2
2022-12-29,11.2,7.8,9.6,8.1,90.7,14.917,21.6
2022-12-30,15.7,10.2,12.8,11.7,93.5,6.742,31.1
2022-12-31,15.6,10.1,12.4,10.9,90.4,49.248,65.7
2023-01-01,15.1,6.5,11,2.7,57.4,14.399,40.1
2023-01-02,8.8,3.9,6.4,3.1,79.7,14.847,17.8
2023-01-03,8.4,5.6,7,5.6,90.6,0.29,17.8
2023-01-04,16.7,6.8,11.6,7.9,79.6,8.754,40.4
2023-01-05,13.8,9.4,11.7,9.4,86.2,25.713,31.6
2023-01-06,15,9.4,11.5,7.5,77,1.365,16.2
2023-01-07,14.5,10,12,6.6,70.2,3.004,37.7
2023-01-08,15.8,10.3,12.9,9,77.9,11.831,48.2
2023-01-09,15.2,9.4,12.9,10.8,87.3,16.409,46.1
2023-01-10,13.3,9.5,11.3,7.5,77.8,7.425,40.8
2023-01-11,13,9.5,11.3,7.5,77.7,3.218,31.9
2023-01-12,18.3,10.9,14.2,7.8,65.7,0,17.1
2023-01-13,15,11.3,13,8.8,76.8,9.279,20.8
2023-01-14,15,9.1,12.1,10,86.9,21.651,41
2023-01-15,11.8,8.3,9.6,7.5,86.8,8.273,22.1
2023-01-16,12.8,7.8,9.8,5.9,77.9,8.004,30
2023-01-17,12.4,3.7,7.3,4.2,82,0,13.7
2023-01-18,11.9,1.6,7.4,4.1,80.4,4.503,16.5
2023-01-19,11.7,4.9,8.3,4.5,78.5,4.026,25.5
2023-01-20,12.9,3.6,7,-0.4,61.4,0,23
2023-01-21,12.2,0.3,5.8,1.8,77.1,0,10.1
2023-01-22,13.5,2,7.9,0.4,63.5,0,41.3
2023-01-23,16.1,5.6,9.8,-1.1,48.2,0,31.6
2023-01-24,14.2,0.7,7.2,3,76.8,0,9.1
2023-01-25,19.3,1.2,9.9,3.1,67.4,0,29
2023-01-26,16.4,2.9,9.3,4.4,73.3,0,9.6
2023-01-27,15.5,1.8,8.7,4.6,77.3,0,9.4
2023-01-28,15,2,8.8,3.7,73.7,0,10.4
2023-01-29,9.6,5.6,7.2,3.7,79.4,2.196,26.9
2023-01-30,11.8,1.9,6.4,-6.9,38.8,0,33
2023-01-31,12.9,-0.7,6,-4.8,47.4,0,20.8
2023-02-01,13.4,0.3,6.7,0.9,68.8,0,13.8
2023-02-02,12.9,0.2,6.9,2.3,74.2,0,9.7
2023-02-03,13.1,4.2,9.4,6.3,81.2,3.138,15.6
2023-02-04,14.7,4.1,9.6,7.1,84.9,5.319,29.6
2023-02-05,13.9,5.1,10.3,6.2,77.1,4.542,21.6
2023-02-06,16.2,2.6,9,2.8,69.1,0,32.4
2023-02-07,15,2.2,8.6,4.1,75.4,0,8.9
2023-02-08,16.8,2.1,8.7,4.6,78.3,0,9.9
2023-02-09,17.8,3.1,9.8,5.9,78.5,0,9.7
2023-02-10,16.9,3.8,9.7,5.4,76.2,0,28.1
2023-02-11,14.5,6.1,9.4,3.7,69.2,0,26.6
2023-02-12,21.8,4.6,12.3,2.8,56.7,0,28.4
2023-02-13,18,3.7,11,3.7,64.1,0,33.3
2023-02-14,12.2,5.6,8.6,-4.7,39.3,0,31.8
2023-02-15,14.4,3.4,7.7,-4.2,44.9,0,26.9
2023-02-16,13.3,0.8,7.1,-1.6,56.6,0,12.8
2023-02-17,17.2,2.2,8.3,-1.5,54.8,0,20.1
2023-02-18,15.3,0.3,8.1,-1,55.1,0,10.9
2023-02-19,17.1,1.2,9.2,1.1,59.9,0,7.3
2023-02-20,19.8,3.2,11,3.3,61.9,0,7.8
2023-02-21,18.1,5.8,10.9,2.2,57,0,41.6
2023-02-22,11.2,0.5,6.2,-2.2,57,0,26.9
2023-02-23,9.1,2.7,5.7,0.3,68.5,0.863,33.1
2023-02-24,8.8,4.5,6.5,3.4,81.4,17.996,37.9
2023-02-25,8,4.6,6.1,3.7,84.5,1.563,13.5
2023-02-26,9.5,6.3,7.7,5.3,85.1,5.707,26.2
2023-02-27,8.5,4.1,6.1,2.8,80,8.061,29.7
2023-02-28,9.1,4.5,6.6,4.2,84.5,15.898,29.9
2023-03-01,12.8,2.1,7,-1.5,57.4,0,40.5
2023-03-02,13.7,2.1,8,-1,54.7,0,16.8
2023-03-03,15.5,2.3,9.2,3.3,68.5,0,16.5
2023-03-04,11.7,6.7,8.6,3,68.4,3.147,34.9
2023-03-05,12.1,4.6,8,2.3,69,7.379,29.5
2023-03-06,11,3.5,7.2,2.8,74.4,1.835,15.3
2023-03-07,12.7,3.8,8.1,3.1,72.6,0.483,19.8
2023-03-08,12.9,6.3,9.2,2.7,65.5,2.758,15.6
2023-03-09,11.2,4.7,8.4,4.8,78.3,15.01,40.7
2023-03-10,15.2,10.7,12.4,7.5,73.6,10.293,37.1
2023-03-11,12.3,9.4,11.1,8.8,86.1,5.094,10.7
2023-03-12,15.7,11.9,13.4,11.6,88.6,10.342,20.5
2023-03-13,19.7,12.2,14.9,11.7,81.8,1.637,18
2023-03-14,18.2,9.1,13.7,10.9,83.5,13.372,45
2023-03-15,17.3,4.1,10.7,5.2,71.4,0,24.8
2023-03-16,18,4.3,11.4,4.2,63.1,0,16.2
2023-03-17,19.1,4.8,12.1,5.6,68.3,0,19.8
2023-03-18,17.9,6.2,12.5,7.3,72.1,0,13.2
2023-03-19,16.1,11.2,12.8,10.1,84.3,9.438,28.2
2023-03-20,14.5,8.5,11.4,6.8,74.4,0,24.1
2023-03-21,15.1,8.9,10.6,7.1,79.5,16.165,40.1
2023-03-22,14,9.4,11,7.3,78.4,4.381,26.6
2023-03-23,16.1,8,11.3,6.8,75.5,0,23.7
2023-03-24,15.6,3.4,10,0.4,53.7,0,20.4
2023-03-25,15.6,5.9,10.5,-1,46.9,0,34.1
2023-03-26,15,3.9,9.1,-2.5,47.5,0,27.7
2023-03-27,16.8,0.9,9.3,0.8,59.3,0,19
2023-03-28,10.3,7.4,9,4.9,76.2,19.55,18.2
2023-03-29,12,7.2,8.2,5.5,84.1,4.879,35
2023-03-30,14.6,6,9.8,5.5,76.1,0,17
2023-03-31,15.6,7.2,10.7,5.3,70.9,0,14.8
2023-04-01,18.3,6.4,12,6.5,70.2,0,16.9
2023-04-02,16.4,9.5,12.4,6.4,67.9,0,29
2023-04-03,14.5,3.7,9.5,-1.9,48.4,0,36.2
2023-04-04,15.1,4.3,9.6,-0.8,51.1,0,24.3
2023-04-05,16.7,3.1,10.3,2.8,63.2,0,9.1
2023-04-06,17.9,4.8,12.2,5.5,65.2,0,15.7
2023-04-07,16.3,10.7,12.9,9.1,78.1,3.863,20
2023-04-08,20.2,8.1,13.9,4.8,58.7,0,9.5
2023-04-09,23.9,7.6,15.8,7.8,63.2,0,16.9
2023-04-10,25.7,10.1,17.5,10.5,66.7,0,22.3
2023-04-11,23,10.8,16.1,10.7,72.9,0,23.7
2023-04-12,19,6.5,12.2,5.2,64.4,0,15.1
2023-04-13,20.2,8.4,13.8,-2.4,34.5,0,32.8
2023-04-14,19.7,7.6,13.2,5.5,61.7,0,15.3
2023-04-15,20.3,7.8,13.5,7.3,68.6,0,15.3
2023-04-16,19.7,7.8,13.1,6.3,65,0,23.2
2023-04-17,16.9,8.6,12.2,6.7,70.6,0,26
2023-04-18,16.7,5.9,11.3,2.4,57.6,0.084,18
2023-04-19,18.1,4.3,11.4,2.1,57.1,0,15
2023-04-20,22.5,6.6,14.5,2.8,50.7,0,20.9
2023-04-21,28.3,10.9,19.3,7.7,50.4,0,28.8
2023-04-22,28.6,15.1,20.8,9.4,50.4,0,20.7
2023-04-23,27.4,12.6,18.7,11,63.3,0,24.7
2023-04-24,26.9,11.4,18,9,58.3,0,17.1
2023-04-25,29.6,10.2,19.7,5.7,47.7,0,27.2
2023-04-26,30.7,9.8,20.6,7.9,49.6,0,10.7
2023-04-27,32.2,13,22.7,10,48.8,0,9.5
2023-04-28,31.4,14.9,22.2,11.4,52.8,0,13.5
2023-04-29,30.2,12.4,20,11.1,59.5,0,16.3
2023-04-30,23.7,11.1,16,9.1,64.8,0,30.4
2023-05-01,14.6,10,12,7,72.2,0.014,18.8
2023-05-02,17,9.4,12.1,7.4,74.6,1.758,20.8
2023-05-03,16.9,7.2,12.8,6,65.5,0,14.9
2023-05-04,15.3,10.8,13.2,8.7,74.4,0.66,13.1
2023-05-05,18.4,9.1,13.5,7.7,70.4,0.965,22.7
2023-05-06,18.6,11.2,13.7,9.9,79.4,5.221,23.4
2023-05-07,20.1,8.9,14.1,7.3,65.8,0,18.6
2023-05-08,20.1,8.9,14.2,7,63.5,0,15.1
2023-05-09,23,9,15.4,8,65.2,0,19.3
2023-05-10,20.3,9.9,14.7,8.2,66.9,0,25
2023-05-11,25.6,8.8,16.3,9,66.1,0,16.8
2023-05-12,30.2,11.2,19.9,11.2,61.5,0,12.9
2023-05-13,34.4,12.7,23.3,11.8,54.9,0,12.2
2023-05-14,31.6,16.2,22.6,12.6,56.2,0,25.6
2023-05-15,29.7,12.9,20.8,11.4,59.7,0,14.7
2023-05-16,33.6,12.4,22.7,11.4,55.7,0,12.9
2023-05-17,32.8,13.8,22.3,12.1,56.4,0,18.3
2023-05-18,30.6,12.3,20.2,12.2,63.3,0,16.7
2023-05-19,29.3,13.4,20.4,12.1,61.1,0,18.5
2023-05-20,26.1,12.2,18.3,11.9,68,0,20.5
2023-05-21,30.7,12.2,20.2,12.4,65.7,0,17.2
2023-05-22,32.8,12.8,22.4,12.2,57.1,0,21.8
2023-05-23,24.7,13,18,10.6,63.1,0,24.6
2023-05-24,23.1,10.8,16.5,9.4,64.5,0,21.4
2023-05-25,22.2,11.1,16.1,10.1,69,0,24.6
2023-05-26,23.2,11.8,16.6,10.3,68,0,20.9
2023-05-27,24.6,11.4,17,11,69.5,0,19.2
2023-05-28,24.4,12.9,17.2,11.6,71.2,0,19.6
2023-05-29,23.3,11.8,17,10.6,68,0,29.5
2023-05-30,24.1,12.2,17.2,9.6,62.1,0,23.7
2023-05-31,25.2,11.5,17.3,10.8,67.6,0,20.7
2023-06-01,26.9,11.7,18.4,10.5,62.5,0,19.7
2023-06-02,30.1,11.8,20.1,10.7,58.4,0,14.8
2023-06-03,32.9,13.4,22.5,11,52,0,14.2
2023-06-04,34,15.9,24.2,11.9,49.7,0,17
2023-06-05,27.4,14.3,20,12.1,61.7,0,22.2
2023-06-06,22.5,14.6,17.5,11.1,66.5,0,25.9
2023-06-07,23.5,13.2,18.4,11.5,65.6,0,21.4
2023-06-08,26.6,14.6,19.8,11.2,59.1,0,24.2
2023-06-09,24.8,13,18.1,10.1,61.4,0,20.7
2023-06-10,26.1,11.8,18,11,66.2,0,15.4
2023-06-11,27.5,12.5,18.6,11.9,67.4,0,23.1
2023-06-12,24.9,14.1,18.3,11.3,65,0,22.6
2023-06-13,27.2,13.5,19.7,12.3,64,0,21.4
2023-06-14,29.1,13.6,20.6,12.9,63.3,0,20
2023-06-15,33.4,13.7,21.8,12,58.3,0,18.7
2023-06-16,32.7,12.6,22.2,12.3,57.9,0,19.3
2023-06-17,29.6,14,20.7,12.9,63.5,0,22.2
2023-06-18,29.1,15.2,21.1,10.6,53.9,0,32.8
2023-06-19,24.1,11.3,17.6,6.1,49.4,0,20.8
2023-06-20,25.8,10.2,18.5,4.3,44.8,0,16.3
2023-06-21,29.1,11.1,20,6.7,48.1,0,19.9
