Date,"Flu","Sinusitis","Fatigue","Feeling cold","Bronchitis","Pneumonia","Headache","Congestion","Chest pain","Soar throat"
2018-04-07,76,1999,61,0,2903,7317,1196,137,603,0
2018-04-08,70,2288,92,1,2777,8594,1206,133,613,1
2018-04-09,81,2836,97,0,3750,9359,1508,200,774,0
2018-04-10,85,2933,116,0,3425,8692,1739,174,760,1
2018-04-11,84,3215,130,0,3523,8563,1467,194,738,0
2018-04-12,72,3342,115,0,3395,8203,1482,186,706,0
2018-04-13,78,2775,81,0,2984,7791,1562,189,698,0
2018-04-14,62,2410,78,0,2595,7404,1275,125,567,0
2018-04-15,76,2423,86,0,2828,9576,1333,187,647,1
2018-04-16,72,2712,113,0,3779,23104,1643,203,773,3
2018-04-17,74,2567,130,0,3652,11058,1588,195,732,0
2018-04-18,78,2490,122,1,3557,9225,1577,183,726,1
2018-04-19,73,2339,128,0,3328,8208,1437,173,675,0
2018-04-20,58,2156,84,0,3114,7581,1246,150,612,1
2018-04-21,58,1816,86,0,2737,7015,1109,137,586,1
2018-04-22,59,2096,94,0,3012,7277,1293,135,599,0
2018-04-23,79,2540,99,0,3585,8390,1429,150,664,0
2018-04-24,80,2455,71,0,3413,8175,1457,174,760,0
2018-04-25,87,2382,97,0,3097,8146,1468,143,851,1
2018-04-26,85,2240,109,0,3140,7799,1267,174,690,1
2018-04-27,74,2151,103,0,2903,6931,1285,143,601,0
2018-04-28,50,1777,102,0,2584,6145,957,83,540,0
2018-04-29,61,1965,93,0,2624,6723,1248,126,674,1
2018-04-30,67,2190,91,0,3099,7344,1536,129,725,0
2018-05-01,82,2347,98,0,3067,6967,1355,137,707,0
2018-05-02,65,2368,103,0,2863,7314,1328,143,662,1
2018-05-03,77,2350,114,0,3011,7047,1257,133,682,0
2018-05-04,78,2023,101,0,2592,6556,1151,115,619,0
2018-05-05,68,1785,71,0,2241,6085,1077,80,580,0
2018-05-06,68,1857,72,0,2471,6124,1158,110,586,0
2018-05-07,47,2320,103,0,3068,7206,1307,136,668,0
2018-05-08,69,2360,113,0,2961,7044,1285,135,635,0
2018-05-09,74,2297,97,0,2870,7154,1304,156,686,0
2018-05-10,81,2193,130,0,2847,7230,1307,151,604,1
2018-05-11,50,2186,114,0,2488,6798,1141,126,637,1
2018-05-12,41,1878,112,0,2279,6033,1193,125,579,0
2018-05-13,56,1945,105,0,2169,6392,1128,129,582,0
2018-05-14,72,2385,149,0,2836,7977,1402,181,724,0
2018-05-15,67,2467,114,0,2912,7618,1432,147,731,0
2018-05-16,61,2373,115,0,2701,7451,1432,112,728,2
2018-05-17,87,2271,110,0,2619,7219,1288,125,656,0
2018-05-18,69,2215,84,1,2404,6782,1283,86,607,1
2018-05-19,56,1784,72,0,2047,5971,1104,69,553,0
2018-05-20,41,1863,74,0,2163,6686,1148,108,609,0
2018-05-21,61,2342,107,0,2596,7549,1375,115,720,0
2018-05-22,79,2344,125,0,2648,7240,1360,141,631,0
2018-05-23,59,2406,125,1,2507,7039,1337,135,623,0
2018-05-24,56,2262,105,0,2430,7105,1379,129,643,1
2018-05-25,51,2061,91,0,2351,6499,1177,130,618,1
2018-05-26,40,1853,82,0,1944,6065,1041,87,559,0
2018-05-27,69,1916,77,0,2414,6313,1196,73,570,0
2018-05-28,82,2189,205,0,2469,6866,1252,117,655,0
2018-05-29,78,2247,184,0,2650,7123,1257,115,715,1
2018-05-30,66,2250,158,0,2591,7004,1242,123,673,0
2018-05-31,87,2084,130,0,2526,6672,1250,115,622,2
2018-06-01,63,1979,120,0,2330,6559,1053,98,591,0
2018-06-02,49,1753,80,0,2037,6172,1057,74,514,2
2018-06-03,51,1880,89,0,2212,6649,1169,85,585,0
2018-06-04,66,2300,108,0,2728,7041,1366,135,639,0
2018-06-05,81,2307,108,0,2671,6867,1355,109,628,1
2018-06-06,87,2293,96,0,2439,6471,1235,118,626,0
2018-06-07,74,2207,90,0,2467,6470,1199,131,648,0
2018-06-08,60,2052,72,0,2206,6180,1139,99,624,1
2018-06-09,48,1753,64,0,2010,5589,1037,74,499,0
2018-06-10,58,1756,79,0,2106,5793,1180,81,568,0
2018-06-11,54,2190,105,0,2428,6774,1208,104,694,0
2018-06-12,59,2305,96,0,2503,6694,1242,129,679,0
2018-06-13,65,2058,97,0,2327,6929,1214,76,706,0
2018-06-14,59,1988,102,0,2238,6469,1161,82,657,0
2018-06-15,68,1799,62,0,2015,5951,1103,63,598,0
2018-06-16,41,1674,69,0,1825,5539,1038,84,550,0
2018-06-17,58,1797,70,0,1782,5889,1143,83,602,2
2018-06-18,55,2207,176,0,2473,6586,1215,111,602,2
2018-06-19,65,2158,381,1,2507,6504,1240,88,734,1
2018-06-20,51,2134,459,0,2405,6962,1248,109,691,0
2018-06-21,56,2109,449,0,2240,7373,1250,114,625,0
2018-06-22,51,1911,501,0,2104,6066,1030,115,583,0
2018-06-23,58,2022,481,0,2008,5844,1028,86,645,2
2018-06-24,44,2158,495,0,2038,5993,1126,77,577,0
2018-06-25,74,2555,669,0,2377,6453,1214,110,740,0
2018-06-26,45,2575,542,0,2332,6325,1166,117,713,0
2018-06-27,52,2425,612,0,2279,6161,1179,125,763,1
2018-06-28,70,2376,526,1,2165,6256,1171,100,628,0
2018-06-29,53,2181,448,0,1962,5632,1050,93,625,0
2018-06-30,57,1964,407,1,1797,5419,956,81,613,1
2018-07-01,49,2006,441,0,1898,5782,1062,98,584,0
2018-07-02,68,2503,576,0,2209,6240,1257,153,655,0
2018-07-03,59,2366,581,0,2232,6612,1148,106,708,0
2018-07-04,62,2259,614,0,2075,6113,1121,128,652,0
2018-07-05,62,2272,617,0,2114,6453,1084,154,718,1
2018-07-06,52,2183,499,0,1980,5878,1079,81,905,0
2018-07-07,69,2032,446,0,1761,5651,1003,99,611,0
2018-07-08,53,2122,525,0,1850,5867,1044,98,626,0
2018-07-09,57,2613,611,0,2198,6694,1205,120,724,1
2018-07-10,57,2607,602,0,2320,8050,1161,114,714,0
2018-07-11,44,2597,603,1,2192,6440,1124,110,681,0
2018-07-12,72,2434,647,0,2176,6254,1045,113,761,0
2018-07-13,56,2351,580,0,2038,7748,1115,87,721,1
2018-07-14,38,1993,440,0,1734,5850,995,81,647,0
2018-07-15,50,1988,546,0,1799,5958,993,86,651,0
2018-07-16,58,2382,592,0,2306,6689,1108,128,782,2
2018-07-17,50,2418,667,0,2294,6940,1204,114,739,0
2018-07-18,60,2498,669,0,2155,6772,1108,113,721,0
2018-07-19,59,2339,676,0,1998,6359,1169,111,715,0
2018-07-20,45,2367,529,0,1979,6345,983,78,623,0
2018-07-21,69,1920,545,0,1670,5744,984,90,635,0
2018-07-22,63,1924,549,0,1749,6285,1087,80,680,0
2018-07-23,100,2415,643,0,2301,6842,1148,111,813,0
2018-07-24,62,2345,594,0,2200,6683,1705,127,723,1
2018-07-25,60,2379,652,0,2055,6461,1140,133,728,0
2018-07-26,50,2186,598,0,2135,6010,981,123,638,0
2018-07-27,49,1903,525,0,1610,5552,914,117,608,0
2018-07-28,75,1857,481,0,1524,5220,1004,86,585,0
2018-07-29,63,1893,530,0,1699,5653,906,88,614,1
2018-07-30,71,2241,682,1,2020,6371,1110,129,712,0
2018-07-31,70,2328,682,0,2009,7737,1024,113,734,0
2018-08-01,64,2296,753,0,1992,6936,1032,121,658,0
2018-08-02,63,2185,635,0,2005,6219,974,95,715,0
2018-08-03,64,2029,618,0,1681,5696,905,104,670,0
2018-08-04,62,1870,534,0,1604,5419,899,81,602,0
2018-08-05,60,1936,520,0,1626,5833,902,91,633,0
2018-08-06,64,2233,637,0,2000,6363,1075,117,732,0
2018-08-07,76,2262,651,0,2022,6400,1065,114,743,0
2018-08-08,71,2366,670,0,1906,5891,988,125,696,0
2018-08-09,49,2242,653,0,1886,6282,853,110,672,0
2018-08-10,56,2144,576,0,1755,5874,907,96,734,4
2018-08-11,50,1992,526,0,1629,5352,833,87,585,0
2018-08-12,48,2116,594,0,1672,11219,1013,67,669,0
2018-08-13,51,2403,665,0,1923,8143,1004,107,721,0
2018-08-14,72,2430,649,0,1923,6567,987,104,653,0
2018-08-15,52,2346,644,0,1825,6043,929,91,683,0
2018-08-16,50,2175,635,0,2002,6276,1339,123,715,0
2018-08-17,60,2119,577,0,1774,6090,898,113,702,0
2018-08-18,39,1877,513,0,1522,5554,794,90,595,1
2018-08-19,51,1947,608,0,1675,5723,918,80,638,0
2018-08-20,63,2318,605,0,1887,6144,911,99,723,1
2018-08-21,64,2163,553,1,1880,6079,911,84,669,1
2018-08-22,59,2154,579,0,1827,6120,991,97,696,0
2018-08-23,53,2187,592,0,2018,6270,919,85,669,0
2018-08-24,64,2155,551,0,1877,5676,907,90,676,0
2018-08-25,34,1852,481,0,1721,5210,732,82,572,1
2018-08-26,62,2019,499,0,1717,5613,947,78,603,0
2018-08-27,68,2278,641,2,2174,6489,1053,116,660,1
2018-08-28,67,2533,679,0,2320,6261,978,117,659,0
2018-08-29,87,2502,656,0,2346,6306,981,109,654,1
2018-08-30,50,2368,642,0,2340,6271,918,109,614,2
2018-08-31,53,2284,599,0,1978,5947,856,113,627,1
2018-09-01,44,2023,484,1,1898,5349,828,70,518,0
2018-09-02,56,2055,515,0,1814,5707,892,91,663,0
2018-09-03,60,2400,680,0,2256,6236,934,118,663,1
2018-09-04,91,2545,653,1,2390,6464,951,89,706,0
2018-09-05,77,2540,681,0,2410,6374,947,130,660,1
2018-09-06,76,2475,694,0,2429,7191,994,119,685,1
2018-09-07,69,2230,633,0,2241,6723,911,78,667,0
2018-09-08,66,2020,561,0,1937,6107,881,141,641,2
2018-09-09,59,2178,629,0,2156,6565,893,145,594,0
2018-09-10,90,2618,741,0,2841,7184,1032,132,712,1
2018-09-11,73,2688,700,0,2678,6972,962,131,777,0
2018-09-12,79,2601,732,0,2651,6725,905,115,751,0
2018-09-13,79,2660,660,0,2460,6461,948,131,688,0
2018-09-14,66,2434,547,0,2332,6156,922,99,634,0
2018-09-15,60,2173,468,0,2053,5721,867,82,527,0
2018-09-16,63,2368,570,0,2220,7028,948,75,582,0
2018-09-17,88,2769,671,0,2993,7001,1062,132,725,2
2018-09-18,79,2906,672,0,2732,7129,1057,145,770,1
2018-09-19,67,2762,736,0,2804,8197,987,144,717,0
2018-09-20,195,2884,681,0,2667,6883,1343,138,726,2
2018-09-21,75,2557,618,0,2519,6691,866,85,643,0
2018-09-22,60,2338,518,2,2198,6542,802,83,614,0
2018-09-23,70,2466,547,0,2344,6838,878,107,645,0
2018-09-24,87,3000,619,0,2860,7680,1021,128,771,0
2018-09-25,87,2950,778,0,2865,7552,902,113,710,0
2018-09-26,112,3034,682,0,2939,7393,943,122,683,0
2018-09-27,92,2893,653,0,2591,6994,943,96,656,1
2018-09-28,102,2417,559,0,2514,6530,901,97,609,0
2018-09-29,73,2180,471,0,2239,6045,835,89,595,0
2018-09-30,83,2297,548,0,2342,6533,857,109,633,0
2018-10-01,115,2819,617,0,2955,7530,1028,125,712,0
2018-10-02,97,2982,624,0,3310,7562,1055,160,783,1
2018-10-03,85,2830,698,0,3104,7264,946,180,671,0
2018-10-04,84,2949,693,0,2930,7240,964,142,706,1
2018-10-05,84,2976,597,0,2742,6561,945,120,646,0
2018-10-06,86,2304,536,0,2507,6391,859,91,632,0
2018-10-07,93,2418,574,0,2521,6774,926,95,603,1
2018-10-08,111,2872,705,0,3376,7734,1060,148,831,0
2018-10-09,132,2963,744,0,3267,7816,1101,147,823,0
2018-10-10,126,2896,750,0,3075,7416,1088,170,764,0
2018-10-11,95,2816,730,0,3000,7745,924,140,692,0
2018-10-12,78,2575,606,0,2767,7512,831,113,706,0
2018-10-13,60,2336,619,0,2433,6900,927,93,587,1
2018-10-14,78,2370,551,0,2646,7715,903,122,665,0
2018-10-15,82,2936,688,0,3548,8092,1030,141,797,1
2018-10-16,91,2882,817,0,3311,8180,975,125,743,1
2018-10-17,108,2878,723,0,3270,7924,982,136,708,1
2018-10-18,92,2671,710,0,3153,8989,1025,124,684,0
2018-10-19,90,2711,659,0,3050,8287,902,128,690,0
2018-10-20,81,2366,502,1,2634,7562,855,106,647,0
2018-10-21,72,2391,593,0,2646,8540,903,154,638,0
2018-10-22,108,2900,717,1,3446,9846,1136,170,756,0
2018-10-23,103,3165,696,0,3527,8683,1111,158,769,1
2018-10-24,106,2872,637,0,3575,8796,976,168,741,0
2018-10-25,101,2848,751,0,3296,8459,872,138,733,1
2018-10-26,80,2624,604,0,2996,7886,919,81,657,0
2018-10-27,66,2433,512,0,2642,6943,841,118,585,0
2018-10-28,72,2427,573,0,2686,8171,867,111,646,0
2018-10-29,101,2989,642,0,3655,8579,1039,117,754,0
2018-10-30,93,3011,636,2,3415,8722,1058,121,770,0
2018-10-31,91,2924,611,0,3136,8132,908,120,729,0
2018-11-01,84,2525,598,0,3146,8021,921,115,652,0
2018-11-02,97,2317,529,0,3168,8024,1320,134,693,1
2018-11-03,73,2214,461,0,2855,7549,786,118,664,0
2018-11-04,86,2375,534,0,2831,7844,1086,102,678,0
2018-11-05,118,2966,618,0,3630,8932,1051,148,760,0
2018-11-06,84,2851,588,0,3493,8454,963,131,672,1
2018-11-07,92,2665,628,0,3450,7751,890,109,671,1
2018-11-08,76,2763,677,0,3583,8226,909,140,726,2
2018-11-09,75,2539,820,4,3327,7747,824,100,628,0
2018-11-10,67,2361,660,0,2881,8081,871,90,679,0
2018-11-11,76,2518,975,0,2854,8521,872,115,642,0
2018-11-12,93,2926,997,2,3710,9981,950,159,760,0
2018-11-13,89,2891,1268,0,3876,39248,954,147,763,1
2018-11-14,90,2855,886,0,3720,22311,955,133,804,1
2018-11-15,86,2705,765,0,3469,14949,925,139,728,0
2018-11-16,78,2483,594,0,3315,16843,807,113,661,0
2018-11-17,68,2251,511,0,3124,11045,753,99,657,1
2018-11-18,70,2271,555,1,3190,10353,910,124,710,1
2018-11-19,85,2750,673,0,4069,10629,978,137,774,0
2018-11-20,80,2731,719,0,3859,9933,953,127,712,0
2018-11-21,84,2564,601,1,3656,9487,816,138,711,0
2018-11-22,69,2203,584,1,3258,8711,1229,125,586,1
2018-11-23,100,2361,469,0,3399,8442,829,150,696,0
2018-11-24,88,2314,424,0,3236,8739,895,116,733,0
2018-11-25,61,2504,716,0,3267,9246,886,120,695,0
2018-11-26,101,3048,672,0,4203,10313,974,154,828,0
2018-11-27,90,3075,608,0,4276,9913,939,150,800,1
2018-11-28,101,2851,657,0,4099,9774,933,142,743,0
2018-11-29,88,2936,606,0,4028,8954,875,169,743,0
2018-11-30,73,2500,507,0,3774,8692,791,133,733,0
2018-12-01,60,2355,434,1,3310,8098,750,124,618,2
2018-12-02,72,2525,551,1,3418,8412,843,151,678,0
2018-12-03,105,3001,619,0,4545,9523,920,154,697,0
2018-12-04,85,2973,845,1,4212,9451,832,199,771,0
2018-12-05,88,2935,633,0,3952,8998,868,203,765,0
2018-12-06,82,2688,578,0,3962,8819,862,133,747,0
2018-12-07,72,2555,524,0,3542,7865,735,134,663,0
2018-12-08,73,2376,476,0,3257,7827,790,123,564,0
2018-12-09,105,2396,540,0,3301,8133,846,139,699,0
2018-12-10,127,2860,614,0,4372,9215,976,166,789,0
2018-12-11,85,2831,535,0,4092,8520,864,155,734,0
2018-12-12,96,2818,564,1,3958,8701,774,138,781,1
2018-12-13,79,2722,570,0,3873,8871,754,137,673,0
2018-12-14,73,2555,493,0,3309,8422,861,133,689,0
2018-12-15,79,2301,382,0,3087,8465,633,112,629,2
2018-12-16,86,2336,444,0,3213,8267,704,110,620,0
2018-12-17,87,2822,568,0,3987,8761,765,126,690,0
2018-12-18,81,2894,575,0,3946,8773,806,126,712,0
2018-12-19,97,2733,556,0,3865,8408,747,183,657,1
2018-12-20,111,2643,541,0,3758,8152,726,155,592,1
2018-12-21,89,2472,418,0,3463,8379,606,137,590,0
2018-12-22,75,2230,345,0,3375,7621,597,102,576,0
2018-12-23,87,2189,414,0,3216,7908,593,112,585,0
2018-12-24,75,2215,387,0,3319,7540,606,92,552,0
2018-12-25,60,2011,360,0,3030,6984,549,109,545,0
2018-12-26,89,2744,467,1,4300,8805,664,115,602,1
2018-12-27,90,2940,433,2,4626,9345,699,116,664,0
2018-12-28,104,2952,412,0,4710,9996,725,115,661,0
2018-12-29,94,2780,385,0,4547,9319,700,104,617,0
2018-12-30,99,2976,366,0,4113,9132,717,113,967,1
2018-12-31,96,2705,338,1,4336,8702,654,75,633,0
2019-01-01,65,2562,380,0,3925,8324,693,72,588,0
2019-01-02,114,3248,440,0,4776,10219,711,112,758,0
2019-01-03,120,3403,503,0,4835,10004,785,103,784,1
2019-01-04,118,3237,447,0,4682,9949,769,85,717,2
2019-01-05,113,3026,407,0,4124,9386,764,97,698,0
2019-01-06,99,2975,533,0,3953,9438,687,106,728,0
2019-01-07,128,3243,597,1,4545,10171,723,131,765,1
2019-01-08,125,3128,572,0,4639,10038,806,131,762,0
2019-01-09,108,2973,584,0,4517,9864,833,121,761,0
2019-01-10,100,2820,572,0,4336,9621,796,127,744,1
2019-01-11,89,2671,550,0,4009,9727,727,103,647,1
2019-01-12,108,2441,457,2,3499,9323,661,86,613,0
2019-01-13,96,2434,490,0,3441,9309,695,107,658,1
2019-01-14,135,2784,553,0,3951,9844,846,118,737,0
2019-01-15,128,2719,593,0,3813,9335,815,115,757,0
2019-01-16,107,2591,600,0,3770,9416,807,100,716,0
2019-01-17,92,2653,553,0,3682,9103,900,128,721,0
2019-01-18,98,2429,532,0,3541,8717,829,91,677,0
2019-01-19,74,2275,464,0,3075,8413,701,105,621,0
2019-01-20,97,2145,493,0,3161,8832,761,79,675,0
2019-01-21,127,2717,559,0,4131,9128,875,116,686,0
2019-01-22,112,2761,604,0,4329,9306,868,111,703,0
2019-01-23,124,2493,590,0,4202,9393,892,108,712,0
2019-01-24,121,2585,530,3,4105,8851,868,99,701,0
2019-01-25,116,2447,521,0,3904,9667,799,91,676,1
2019-01-26,101,2378,416,0,3466,11415,757,80,639,0
2019-01-27,102,2425,464,0,3468,9392,794,91,691,0
2019-01-28,133,2677,569,1,4326,9368,933,99,764,1
2019-01-29,97,2846,604,0,4450,9281,926,117,751,0
2019-01-30,117,2698,633,0,4449,9419,835,88,801,1
2019-01-31,131,2565,600,0,4191,9211,920,120,738,2
2019-02-01,103,2442,572,0,4033,8938,829,78,679,0
2019-02-02,86,2426,419,0,3610,8501,763,76,620,0
2019-02-03,111,2447,461,1,3573,8725,811,75,687,1
2019-02-04,113,2730,567,0,4411,9030,981,105,794,0
2019-02-05,106,2758,515,0,4406,9409,957,74,871,0
2019-02-06,142,2772,569,0,4454,9555,902,101,810,0
2019-02-07,133,2693,459,0,4288,9680,936,84,1081,2
2019-02-08,115,2534,408,0,4078,9889,812,80,735,0
2019-02-09,90,2212,382,0,3577,8740,760,57,650,1
2019-02-10,104,2605,461,0,3923,9160,824,78,719,0
2019-02-11,133,2921,467,0,4609,9903,921,95,881,0
2019-02-12,124,2977,558,0,4506,9919,868,100,767,0
2019-02-13,96,2726,541,0,4187,9385,850,103,740,1
2019-02-14,102,2520,559,0,4079,8765,806,89,698,0
2019-02-15,98,2392,549,0,3811,7157,754,83,688,0
2019-02-16,104,2314,472,0,3264,8091,763,56,650,0
2019-02-17,90,2315,449,0,3337,8898,773,79,673,1
2019-02-18,113,2736,546,0,3782,9294,898,104,828,0
2019-02-19,102,2702,619,0,4038,9244,914,106,849,1
2019-02-20,112,2793,537,1,4120,8955,867,114,811,0
2019-02-21,103,2765,515,0,3963,8412,870,81,708,0
2019-02-22,93,2446,478,0,3543,8188,829,74,733,0
2019-02-23,104,2269,489,0,3249,7889,838,70,595,1
2019-02-24,95,2292,482,0,3156,8277,858,79,733,0
2019-02-25,105,2724,705,0,3924,9757,1005,76,794,1
2019-02-26,102,2719,618,1,3884,8932,991,105,811,1
2019-02-27,115,2623,655,0,3703,8633,960,148,704,0
2019-02-28,96,2653,649,0,3529,8431,832,113,728,1
2019-03-01,98,2456,550,0,3387,8216,896,94,746,1
2019-03-02,72,2333,494,0,3155,8114,1255,66,683,0
2019-03-03,73,2478,583,0,3213,8607,876,80,699,0
2019-03-04,95,2786,683,1,3926,10241,1066,102,893,0
2019-03-05,94,2749,628,0,4010,9367,989,92,885,1
2019-03-06,91,2785,647,0,3779,8805,1054,102,853,0
2019-03-07,81,2667,580,0,3560,8582,979,106,857,0
2019-03-08,88,2511,521,0,2336,8786,872,70,758,0
2019-03-09,76,2267,455,0,3050,8956,803,69,808,0
2019-03-10,75,2285,569,0,3353,8181,900,93,887,1
2019-03-11,96,2683,664,0,3958,8746,1013,93,965,0
2019-03-12,98,2638,642,2,3899,8496,991,125,944,0
2019-03-13,89,2602,629,0,3722,8249,950,108,851,1
2019-03-14,87,2656,672,0,3635,8235,940,114,1274,1
2019-03-15,76,2467,560,0,3247,7780,935,105,791,1
2019-03-16,58,2221,481,0,2835,7244,887,96,659,0
2019-03-17,79,2228,585,0,3151,7673,981,92,818,0
2019-03-18,109,2768,695,0,3847,8299,1045,113,941,0
2019-03-19,86,2790,611,0,3684,8194,1031,119,866,0
2019-03-20,89,2637,629,0,3665,8254,980,128,801,0
2019-03-21,99,2497,382,0,3773,8078,894,111,1017,1
2019-03-22,71,2266,351,0,3526,7393,976,105,772,2
2019-03-23,69,2212,440,0,3047,7171,800,90,692,0
2019-03-24,68,2244,465,0,3000,7879,945,100,713,0
2019-03-25,88,2636,535,0,3788,9691,1070,147,874,0
2019-03-26,96,2701,546,0,3771,8585,1119,142,852,0
2019-03-27,60,2567,454,0,3582,8205,1257,113,784,0
2019-03-28,91,2454,506,0,3475,7587,1067,113,776,0
2019-03-29,69,2312,401,0,3194,7231,889,115,675,2
2019-03-30,72,1987,341,0,2948,7009,842,89,610,0
2019-03-31,58,2159,455,0,3094,7205,981,98,701,1
2019-04-01,77,2573,470,0,3600,12806,1177,152,898,0
2019-04-02,81,2519,451,5,3548,12974,1160,120,875,0
2019-04-03,74,2544,470,0,3221,8927,1019,134,935,1
2019-04-04,74,2442,469,0,2326,7915,911,135,766,0
2019-04-05,70,2137,463,0,3257,8015,862,100,748,0
2019-04-06,48,1939,405,0,2820,7038,815,92,744,0
2019-04-07,73,2012,502,0,2763,7365,861,87,794,0
2019-04-08,72,2390,577,0,3400,7805,953,140,933,2
2019-04-09,75,2512,547,0,3548,7468,978,123,904,0
2019-04-10,69,2329,563,0,3296,7267,909,137,874,1
2019-04-11,68,2319,494,0,3229,7049,974,116,866,0
2019-04-12,54,2073,452,0,1953,6641,971,134,793,1
2019-04-13,51,1911,360,0,1501,6381,838,98,699,0
2019-04-14,47,1990,390,1,1586,6935,1004,93,762,0
2019-04-15,64,2290,462,0,1968,7378,1129,133,905,0
2019-04-16,67,2209,540,0,1764,7167,1156,128,841,3
2019-04-17,58,2124,504,0,1733,7022,939,120,754,1
2019-04-18,79,2186,436,0,1701,6655,887,88,714,0
2019-04-19,56,1925,393,0,1441,6429,748,91,690,0
2019-04-20,67,1794,344,0,1410,6318,813,53,599,0
2019-04-21,51,1657,422,0,1490,6415,774,59,618,0
2019-04-22,56,2095,470,0,1802,6709,1047,91,772,1
2019-04-23,77,2359,495,0,1960,6998,1040,79,720,0
2019-04-24,57,2320,502,0,2004,7583,956,86,769,0
2019-04-25,79,2120,546,0,1815,7455,902,91,749,0
2019-04-26,67,2022,440,0,1818,6770,838,112,707,1
2019-04-27,64,1835,410,0,1607,6184,766,86,653,0
2019-04-28,83,1859,451,0,1707,6372,831,77,665,1
2019-04-29,57,2126,766,0,2204,7466,990,127,793,0
2019-04-30,46,2229,632,0,1996,7786,951,100,745,1
2019-05-01,67,2168,530,0,2005,7435,887,108,770,1
2019-05-02,80,2097,587,0,1953,7813,878,103,716,1
2019-05-03,66,2012,488,0,1847,7087,965,86,687,0
2019-05-04,55,1755,378,1,1583,6061,813,86,628,1
2019-05-05,51,1783,435,0,1630,6335,822,92,669,1
2019-05-06,77,1923,561,0,1916,7045,1159,107,826,0
2019-05-07,66,2313,509,0,1911,6923,967,103,826,1
2019-05-08,68,2343,578,0,1832,6731,938,111,713,0
2019-05-09,53,2143,541,0,1729,6624,843,94,759,0
2019-05-10,54,1977,536,0,1692,6200,773,93,679,0
2019-05-11,55,1650,429,0,1500,5562,821,77,663,0
2019-05-12,63,1741,548,0,1509,6294,757,100,656,0
2019-05-13,85,2198,570,1,1970,7225,955,101,798,0
2019-05-14,57,2206,568,0,2026,8755,868,99,797,0
2019-05-15,57,2222,578,0,1955,7336,859,102,736,0
2019-05-16,43,2045,615,0,1941,6700,929,117,691,1
2019-05-17,65,1965,564,0,1764,6026,859,107,668,0
2019-05-18,43,1782,484,1,1497,5682,748,76,664,0
2019-05-19,42,1942,503,0,1548,6094,815,93,680,0
2019-05-20,89,2147,642,1,1946,6417,929,91,779,0
2019-05-21,63,2230,635,0,1902,6535,914,118,727,0
2019-05-22,68,2221,606,0,1745,6300,884,99,814,0
2019-05-23,67,2068,553,0,1715,6312,830,92,706,0
2019-05-24,48,1913,629,0,1701,6346,796,105,652,0
2019-05-25,72,1648,497,0,1422,6863,700,77,574,1
2019-05-26,68,1696,472,0,1525,5858,801,79,615,1
2019-05-27,67,1960,571,0,1868,6394,790,74,661,0
2019-05-28,64,2124,668,0,1899,8024,889,102,803,0
2019-05-29,59,2131,610,0,1898,6671,876,134,742,0
2019-05-30,63,1988,601,0,1804,6608,819,70,737,0
2019-05-31,57,1798,489,0,2014,6201,766,83,696,1
2019-06-01,52,1628,475,0,1514,5654,725,75,605,0
2019-06-02,47,1732,425,0,1598,6092,776,78,620,0
2019-06-03,61,2022,512,0,1879,6486,811,104,989,0
2019-06-04,65,1979,540,0,2163,6345,780,89,718,0
2019-06-05,61,1957,531,0,1935,6187,849,101,726,0
2019-06-06,45,1876,596,0,1879,6513,849,100,720,0
2019-06-07,54,1732,499,0,1668,5923,789,89,673,0
2019-06-08,53,1643,468,0,1443,5445,761,63,594,0
2019-06-09,43,1621,474,0,1566,6175,781,82,706,0
2019-06-10,52,1879,552,0,1863,6324,919,86,826,0
2019-06-11,59,1891,606,0,1837,6094,911,96,775,0
2019-06-12,54,1918,624,1,1762,5897,852,105,757,1
2019-06-13,71,1981,511,0,1728,5910,864,108,763,0
2019-06-14,34,1711,526,0,1571,5570,749,100,663,0
2019-06-15,48,1664,439,0,1389,5507,759,96,644,0
2019-06-16,50,1625,483,1,1402,5934,810,82,633,0
2019-06-17,55,2049,612,0,1737,6072,975,109,823,0
2019-06-18,42,1948,568,1,1513,6149,944,93,839,0
2019-06-19,49,1868,504,0,1491,6246,940,103,707,0
2019-06-20,70,1784,551,1,1612,6498,955,93,660,0
2019-06-21,48,1596,454,0,1518,5627,864,85,646,0
2019-06-22,40,1587,385,0,1307,5289,804,82,743,0
2019-06-23,53,1549,463,0,1361,5541,889,61,702,1
2019-06-24,51,1976,602,0,1683,5951,994,81,828,1
2019-06-25,42,1991,557,0,1618,6070,1108,112,862,0
2019-06-26,52,1936,544,0,1666,5759,867,76,795,0
2019-06-27,47,1765,456,0,1507,5343,867,71,744,0
2019-06-28,36,1639,451,1,1354,5331,735,57,706,0
2019-06-29,35,1520,383,0,1221,4909,667,69,650,0
2019-06-30,46,1463,388,0,1337,5149,726,77,706,0
2019-07-01,51,1732,505,0,1596,5430,827,100,819,0
2019-07-02,57,1891,517,0,1498,5519,827,77,829,0
2019-07-03,49,1835,484,0,1454,5315,790,97,744,0
2019-07-04,44,1634,466,1,1473,5246,716,76,627,0
2019-07-05,58,1501,450,0,1427,4956,692,84,672,0
2019-07-06,28,1509,388,0,1200,4970,712,68,694,0
2019-07-07,49,1463,452,0,1325,5685,746,65,758,0
2019-07-08,61,1847,542,0,1604,6217,827,92,860,0
2019-07-09,56,1758,534,0,1645,5990,917,65,841,0
