Date,"Acute exacerbation of chronic obstructive pulmonary disease","Paracetamol","1580 influenza pandemic","Spanish flu","2017–2018 United States flu season","2007 Bernard Matthews H5N1 outbreak","2006 H5N1 outbreak in India","2008 H5N1 outbreak in West Bengal","Antigen","1977 Russian flu"
2019-04-28,226,5028,0,2915,0,10,11,6,996,0
2019-04-29,259,5605,0,2964,0,10,2,11,1265,0
2019-04-30,261,5294,0,2800,0,9,4,5,1272,0
2019-05-01,272,4934,0,2607,0,7,2,3,1244,0
2019-05-02,245,5117,0,2634,0,12,7,8,1242,0
2019-05-03,244,4775,0,2683,0,3,4,7,1112,0
2019-05-04,183,4473,0,2490,0,7,4,8,926,0
2019-05-05,212,4561,0,3199,0,8,4,5,942,0
2019-05-06,255,4895,0,2853,0,5,3,9,1169,0
2019-05-07,244,5034,0,2886,0,6,3,5,1342,0
2019-05-08,270,4991,0,2854,0,15,6,3,1340,0
2019-05-09,249,4962,0,2819,0,8,14,5,1223,0
2019-05-10,219,4540,0,2774,0,12,7,3,1014,0
2019-05-11,174,4340,0,3104,0,12,5,5,967,0
2019-05-12,221,4410,0,2669,0,5,10,5,961,0
2019-05-13,237,4881,0,2865,0,12,14,10,1224,0
2019-05-14,255,5114,0,2733,0,7,8,1,1285,0
2019-05-15,289,5143,0,2774,0,6,3,6,1248,0
2019-05-16,225,5034,0,2667,0,10,7,4,1233,0
2019-05-17,208,4735,0,11959,0,5,8,5,1009,0
2019-05-18,209,4393,0,13489,0,8,6,2,902,0
2019-05-19,234,4536,0,2493,0,5,8,7,1026,0
2019-05-20,242,4937,0,2723,0,5,5,1,1256,0
2019-05-21,251,4994,0,2806,0,11,3,7,1218,0
2019-05-22,258,5023,0,2638,0,8,7,3,1107,0
2019-05-23,245,4992,0,2419,0,6,10,3,1009,0
2019-05-24,211,4622,0,2355,0,7,8,4,894,0
2019-05-25,204,4372,0,2388,0,4,6,5,733,0
2019-05-26,206,4479,0,2791,0,11,12,2,675,0
2019-05-27,267,4749,0,3232,0,8,5,3,915,0
2019-05-28,282,4967,0,3586,0,20,9,6,943,0
2019-05-29,209,4942,0,2860,0,11,11,8,1028,0
2019-05-30,249,4756,0,2936,0,11,10,8,941,0
2019-05-31,193,4573,0,2494,0,7,10,5,824,0
2019-06-01,132,4214,0,2398,0,3,6,3,642,0
2019-06-02,147,4375,0,2510,0,4,2,2,748,0
2019-06-03,208,4663,0,2729,0,5,4,3,925,0
2019-06-04,193,4726,0,2899,0,10,8,3,830,0
2019-06-05,192,4627,0,2677,0,12,10,7,958,0
2019-06-06,170,4716,0,2596,0,12,7,4,940,0
2019-06-07,172,4293,0,2484,0,10,7,5,822,0
2019-06-08,185,4049,0,2075,0,9,2,5,706,0
2019-06-09,156,4335,0,2297,0,3,7,4,784,0
2019-06-10,196,4688,0,2417,0,5,5,4,969,0
2019-06-11,215,4728,0,2219,0,6,13,6,1003,0
2019-06-12,236,4840,0,2229,0,9,2,5,1031,0
2019-06-13,219,4533,0,2372,0,6,5,4,950,0
2019-06-14,204,4358,0,2182,0,8,5,5,902,0
2019-06-15,192,4198,0,2143,0,8,5,8,912,0
2019-06-16,160,4236,0,2529,0,10,6,3,748,0
2019-06-17,239,4863,0,2485,0,14,11,12,1016,0
2019-06-18,241,4778,0,2571,0,5,7,5,993,0
2019-06-19,246,4745,0,2632,0,12,6,2,960,0
2019-06-20,202,4702,0,2369,0,9,9,8,916,0
2019-06-21,177,4348,0,2207,0,5,4,5,796,0
2019-06-22,162,4138,0,2237,0,5,4,2,681,0
2019-06-23,139,4322,0,2578,0,13,7,6,777,0
2019-06-24,187,4623,0,2759,0,8,4,4,962,0
2019-06-25,225,4767,0,2687,0,6,2,1,1013,0
2019-06-26,166,4733,0,2243,0,9,8,11,873,0
2019-06-27,213,4398,0,2118,0,5,3,4,891,0
2019-06-28,175,4375,0,2197,0,6,6,0,747,0
2019-06-29,144,4139,0,2166,0,6,4,8,600,0
2019-06-30,140,3956,0,2407,0,7,5,7,602,0
2019-07-01,191,4451,0,2359,0,6,3,3,814,0
2019-07-02,208,4623,0,4102,0,3,6,5,865,0
2019-07-03,179,5211,0,2778,0,7,6,1,876,0
2019-07-04,172,4549,0,2268,0,6,4,3,747,0
2019-07-05,174,4663,0,2167,0,12,7,4,656,0
2019-07-06,140,4214,0,2512,0,8,7,2,605,0
2019-07-07,158,4226,0,2445,0,4,5,2,675,0
2019-07-08,226,4810,0,2420,0,4,4,3,912,0
2019-07-09,219,4990,0,2584,0,13,10,6,840,0
2019-07-10,169,4862,0,2015,0,7,7,3,844,0
2019-07-11,201,4703,0,2175,0,16,8,5,778,0
2019-07-12,184,4450,0,2138,0,10,4,1,738,0
2019-07-13,145,4296,0,2131,0,8,2,5,609,0
2019-07-14,181,4295,0,2466,0,7,2,3,692,0
2019-07-15,205,4638,0,2345,0,8,6,7,881,0
2019-07-16,193,4820,0,2311,0,6,2,1,1041,0
2019-07-17,214,4794,0,2389,0,8,8,4,902,0
2019-07-18,199,4881,0,2268,0,10,10,6,940,0
2019-07-19,188,4575,0,2106,0,7,7,9,712,0
2019-07-20,154,4095,0,3549,0,3,4,3,723,0
2019-07-21,160,4286,0,2612,0,4,10,6,644,0
2019-07-22,187,4833,0,2423,0,8,9,4,824,0
2019-07-23,236,4859,0,2293,0,5,7,5,864,0
2019-07-24,200,5199,0,2098,0,7,5,2,854,0
2019-07-25,171,4822,0,2167,0,5,5,3,854,0
2019-07-26,162,4548,0,2996,0,4,12,2,738,0
2019-07-27,134,4390,0,2192,0,5,7,7,639,0
2019-07-28,156,4506,0,2401,0,6,2,5,676,0
2019-07-29,207,4738,0,2355,0,4,8,6,849,0
2019-07-30,161,4907,0,2391,0,4,5,4,869,0
2019-07-31,177,4710,0,2139,0,3,3,4,928,0
2019-08-01,176,4421,0,2130,0,7,5,1,760,0
2019-08-02,137,4293,0,2080,0,6,9,2,713,0
2019-08-03,114,4153,0,2844,0,3,9,2,568,0
2019-08-04,158,4310,0,3053,0,6,4,3,606,0
2019-08-05,184,4455,0,2428,0,6,23,6,673,0
2019-08-06,150,4673,0,2323,0,1,5,5,837,0
2019-08-07,164,4750,0,2409,0,7,4,4,705,0
2019-08-08,157,4605,0,2276,0,7,6,4,730,0
2019-08-09,165,4310,0,2148,0,6,5,6,635,0
2019-08-10,134,4137,0,2428,0,7,2,2,578,0
2019-08-11,148,4106,0,2704,0,8,4,4,532,0
2019-08-12,182,4505,0,2634,0,8,2,3,735,0
2019-08-13,157,4542,0,2453,0,8,8,6,763,0
2019-08-14,204,4760,0,2147,0,6,4,4,687,0
2019-08-15,188,4574,0,2061,0,11,5,5,685,0
2019-08-16,155,4412,0,2435,0,4,6,3,649,0
2019-08-17,145,4331,0,2299,0,21,8,2,564,0
2019-08-18,150,4425,0,2378,0,8,4,4,670,0
2019-08-19,222,4976,0,2387,0,19,18,15,809,0
2019-08-20,237,4949,0,2355,0,14,3,2,855,0
2019-08-21,214,5225,0,2354,0,10,7,1,868,0
2019-08-22,236,4943,0,2233,0,14,13,12,769,0
2019-08-23,158,4701,0,2097,0,7,2,5,654,0
2019-08-24,162,4394,0,2057,0,8,4,1,581,0
2019-08-25,165,4553,0,2352,0,10,5,2,640,0
2019-08-26,191,5185,0,2416,0,0,5,2,718,0
2019-08-27,224,5474,0,3642,0,15,14,4,796,0
2019-08-28,222,5441,0,2405,0,28,7,1,821,0
2019-08-29,243,5071,0,2341,0,12,5,11,882,0
2019-08-30,205,4659,0,2109,0,11,5,12,703,0
2019-08-31,181,4447,0,2598,0,23,7,5,647,0
2019-09-01,180,4670,0,2619,0,18,5,2,638,0
2019-09-02,207,5097,0,2658,0,7,5,3,734,0
2019-09-03,249,5138,0,2574,0,15,11,10,857,0
2019-09-04,211,5191,0,2458,0,6,3,5,867,0
2019-09-05,201,5018,0,2492,0,4,7,3,899,0
2019-09-06,217,4535,0,2315,0,13,6,1,793,0
2019-09-07,211,4527,0,2247,0,6,5,3,656,0
2019-09-08,208,4598,0,2630,0,8,11,4,689,0
2019-09-09,209,5292,0,2617,0,9,23,4,941,0
2019-09-10,233,5385,0,2820,0,10,6,6,920,0
2019-09-11,250,5546,0,2624,0,10,7,1,977,0
2019-09-12,278,5397,0,2707,0,6,7,4,963,0
2019-09-13,210,5132,0,2481,0,14,12,7,846,0
2019-09-14,180,4693,0,2574,0,8,7,1,638,0
2019-09-15,217,5080,0,3049,0,10,4,3,725,0
2019-09-16,298,6034,0,3030,0,20,8,6,886,0
2019-09-17,225,5742,0,2862,0,21,4,0,964,0
2019-09-18,258,5773,0,5984,0,28,9,4,883,0
2019-09-19,262,5764,0,5396,0,11,8,4,952,0
2019-09-20,202,5348,0,3779,0,14,7,5,842,0
2019-09-21,184,4909,0,3057,0,20,10,2,682,0
2019-09-22,257,5278,0,3450,0,29,12,10,829,0
2019-09-23,265,5868,0,3290,0,22,13,10,1002,0
2019-09-24,262,5783,0,3290,0,7,4,1,1071,0
2019-09-25,304,5918,0,3365,0,19,8,6,1022,0
2019-09-26,281,5827,0,3266,0,12,7,5,978,0
2019-09-27,210,5485,0,3276,0,14,9,5,1397,0
2019-09-28,210,5939,0,3706,0,13,6,2,1235,0
2019-09-29,202,5466,0,3752,0,8,4,5,932,0
2019-09-30,285,7079,0,3783,0,7,5,6,908,0
2019-10-01,288,5692,0,3367,0,6,4,2,930,0
2019-10-02,266,5842,0,3410,0,4,6,2,973,0
2019-10-03,293,6108,0,3685,0,7,4,3,1009,0
2019-10-04,247,5249,0,3260,0,7,5,1,881,0
2019-10-05,193,5117,0,3270,0,11,4,5,594,0
2019-10-06,216,5322,0,3508,0,13,4,4,771,0
2019-10-07,278,5900,0,3477,0,6,4,5,959,0
2019-10-08,283,5873,0,3362,0,13,6,6,984,0
2019-10-09,1753,5871,0,3378,0,6,6,3,970,0
2019-10-10,750,5931,0,3266,0,7,3,4,1042,0
2019-10-11,304,5459,0,3111,0,7,9,3,845,0
2019-10-12,216,4890,0,2763,0,5,2,5,725,0
2019-10-13,272,5090,0,3350,0,10,5,29,896,0
2019-10-14,258,5794,0,3323,0,5,6,42,989,0
2019-10-15,353,6294,0,3369,0,9,26,4,1121,0
2019-10-16,296,6042,0,3225,0,7,689,0,1122,0
2019-10-17,251,5794,0,3239,0,21,64,7,1106,0
2019-10-18,254,5377,0,2994,0,6,11,5,928,0
2019-10-19,220,5195,0,2908,0,6,10,4,759,0
2019-10-20,297,5199,0,2922,0,8,3,4,859,0
2019-10-21,307,5956,0,3301,0,14,5,7,1095,0
2019-10-22,262,5576,0,3142,0,700,4,7,1484,0
2019-10-23,245,5710,0,3142,0,53,11,10,1568,0
2019-10-24,256,5277,0,3231,0,13,4,4,969,0
2019-10-25,211,5243,0,3435,0,7,5,4,855,0
2019-10-26,185,4418,0,2845,0,8,1,4,726,0
2019-10-27,188,4592,0,3176,0,3,1,3,672,0
2019-10-28,245,5199,0,3512,0,7,10,9,951,0
2019-10-29,265,5632,0,3396,0,8,8,3,990,0
2019-10-30,292,6026,0,3232,0,12,14,9,954,0
2019-10-31,225,5620,0,3491,0,11,4,3,1052,0
2019-11-01,241,5269,0,3034,0,11,6,7,898,0
2019-11-02,205,4738,0,2851,0,11,4,2,652,0
2019-11-03,194,5068,0,3248,0,8,11,4,827,0
2019-11-04,275,5764,0,3246,0,7,9,10,1036,0
2019-11-05,260,5802,0,3034,0,9,4,3,1222,0
2019-11-06,287,5606,0,3068,0,4,10,3,1184,0
2019-11-07,261,5620,0,3681,0,15,13,5,1242,0
2019-11-08,191,4915,0,3432,0,11,7,4,947,0
2019-11-09,184,4686,0,3244,0,8,8,2,753,0
2019-11-10,202,4731,0,3604,0,17,3,9,880,0
2019-11-11,280,5719,0,4162,0,12,11,4,1195,0
2019-11-12,278,7162,0,3741,0,12,11,5,1449,0
2019-11-13,274,8502,0,3985,0,10,11,4,1456,0
2019-11-14,282,5561,0,3957,0,10,2,8,1318,0
2019-11-15,261,5060,0,3540,0,8,8,2,1041,0
2019-11-16,187,4787,0,3123,0,7,5,3,746,0
2019-11-17,257,4822,0,3231,0,10,7,6,847,0
2019-11-18,274,5392,0,3543,0,7,12,5,1098,0
2019-11-19,254,5585,0,3460,0,6,5,3,1174,0
2019-11-20,261,5598,0,3188,0,4,7,5,1165,0
2019-11-21,283,5287,0,3199,0,10,11,4,1059,0
2019-11-22,259,4966,0,3125,0,5,6,1,919,0
2019-11-23,219,4678,0,2761,0,6,5,3,724,0
2019-11-24,221,4853,0,3079,0,10,10,2,915,0
2019-11-25,286,5257,0,3252,0,20,9,4,1090,0
2019-11-26,274,5400,0,3290,0,13,11,8,1045,0
2019-11-27,253,5196,0,2875,0,11,9,3,1072,0
2019-11-28,243,5113,0,2824,0,12,9,6,897,0
2019-11-29,236,4614,0,2672,0,13,8,7,813,0
2019-11-30,207,4386,0,2749,0,6,4,3,688,0
2019-12-01,227,4662,0,3101,0,3,7,6,749,0
2019-12-02,281,5145,0,2912,0,9,4,5,1105,0
2019-12-03,256,5477,0,2864,0,10,6,2,1057,0
2019-12-04,293,5335,0,2690,0,8,9,1,1109,0
2019-12-05,284,5093,0,2726,0,6,6,11,1007,0
2019-12-06,282,4777,0,2753,0,8,2,6,866,0
2019-12-07,224,4444,0,2522,0,10,6,8,740,0
2019-12-08,315,4612,0,3842,0,10,15,3,880,0
2019-12-09,338,5288,0,3324,0,9,10,6,1081,0
2019-12-10,318,5598,0,2825,0,49,15,5,1050,0
2019-12-11,295,5468,0,2735,0,31,7,5,1033,0
2019-12-12,261,5260,0,2651,0,8,5,3,1063,0
2019-12-13,212,4968,0,2473,0,11,6,5,834,0
2019-12-14,181,4504,0,2198,0,9,16,4,723,0
2019-12-15,185,4408,0,2524,0,17,5,7,711,0
2019-12-16,285,5029,0,2566,0,10,4,4,955,0
2019-12-17,252,7439,0,2550,0,10,5,4,1140,0
2019-12-18,273,7295,0,2551,0,10,2,3,1233,0
2019-12-19,241,5117,0,2458,0,14,13,10,841,0
2019-12-20,215,4513,0,2255,0,5,7,2,677,0
2019-12-21,174,4267,0,2149,0,5,1,0,547,0
2019-12-22,191,4393,0,2338,0,11,11,7,527,0
2019-12-23,205,4628,0,2399,0,15,7,4,622,0
2019-12-24,233,4401,0,2398,0,13,7,5,634,0
2019-12-25,175,4331,0,4763,0,11,7,4,516,0
2019-12-26,214,4643,0,13185,0,23,8,8,615,0
2019-12-27,221,5003,0,4876,0,15,8,7,601,0
2019-12-28,230,4936,0,3471,0,9,7,3,523,0
2019-12-29,193,5145,0,3525,0,14,3,1,507,0
2019-12-30,257,5760,0,3084,0,6,6,3,610,0
2019-12-31,221,4840,0,2948,0,11,5,7,564,0
2020-01-01,220,4758,0,3207,0,10,11,4,542,0
2020-01-02,240,5246,0,7893,0,12,9,5,698,0
2020-01-03,272,5554,0,6793,0,12,4,5,790,0
2020-01-04,243,6185,0,5007,0,5,8,5,692,0
2020-01-05,252,5240,0,4516,0,14,10,8,739,0
2020-01-06,263,5385,0,4206,0,10,8,5,953,0
2020-01-07,332,5392,0,3917,0,6,12,4,866,0
2020-01-08,283,6068,0,3487,0,9,10,7,849,0
2020-01-09,268,6004,0,3602,0,10,9,5,944,0
2020-01-10,242,5389,0,3618,0,7,10,4,825,0
2020-01-11,208,5137,0,3921,0,9,11,11,681,0
2020-01-12,241,5240,0,4080,0,6,10,5,710,0
2020-01-13,265,5445,0,4008,0,8,11,7,866,0
2020-01-14,364,5686,0,3863,0,21,12,5,910,0
2020-01-15,346,5846,0,3947,0,8,9,11,932,0
2020-01-16,249,5569,0,3937,0,15,13,5,988,0
2020-01-17,258,5350,0,4365,0,6,14,13,898,0
2020-01-18,227,5180,0,4845,0,15,12,13,724,0
2020-01-19,244,5221,0,4389,0,10,8,3,837,0
2020-01-20,304,5817,0,6969,0,19,16,9,989,0
2020-01-21,295,6693,0,13354,0,36,25,17,1173,0
2020-01-22,267,7083,0,26200,0,40,37,21,1049,0
2020-01-23,296,6447,0,50131,0,76,67,38,1137,0
2020-01-24,250,5812,0,54577,0,86,73,41,974,0
2020-01-25,231,5506,0,66577,0,61,72,62,813,0
2020-01-26,260,5468,0,68951,0,52,87,41,882,0
2020-01-27,287,6193,0,69675,0,101,114,48,1163,0
2020-01-28,278,6223,0,67717,0,83,133,55,1213,0
2020-01-29,333,6268,0,57174,0,70,98,55,1233,0
2020-01-30,265,6168,0,69848,0,99,144,51,1057,0
2020-01-31,247,5805,0,72337,0,103,139,72,1086,0
2020-02-01,191,5293,0,53802,0,44,88,30,742,0
2020-02-02,234,5320,0,47812,0,61,178,48,903,0
2020-02-03,291,5846,0,43674,0,67,132,54,1124,0
2020-02-04,253,6164,0,37241,0,55,127,31,1234,0
2020-02-05,282,5958,0,34152,0,31,102,32,1052,0
2020-02-06,268,6049,0,34852,0,59,94,30,1170,0
2020-02-07,232,5576,0,38650,0,38,98,36,957,0
2020-02-08,228,5397,0,36063,0,32,60,24,852,0
2020-02-09,247,5771,0,36112,0,46,50,21,851,0
2020-02-10,293,6060,0,37422,0,50,73,24,1079,0
2020-02-11,330,6281,0,39264,0,45,75,32,1156,0
2020-02-12,302,6009,0,31098,0,46,51,27,1121,0
2020-02-13,283,6160,0,32481,0,43,57,37,1064,0
2020-02-14,250,5186,0,27081,0,31,44,14,900,0
2020-02-15,241,5095,0,24227,0,21,42,14,801,0
2020-02-16,278,5193,0,54719,0,17,47,19,815,0
2020-02-17,322,5942,0,20471,0,21,41,22,1082,0
2020-02-18,343,6439,0,21088,0,18,33,11,1099,0
2020-02-19,291,6346,0,17916,0,14,35,19,1129,0
2020-02-20,301,6092,0,17095,0,22,26,15,1092,0
2020-02-21,296,5495,0,18139,0,22,31,18,933,0
2020-02-22,222,5176,0,24428,0,16,31,19,830,0
2020-02-23,238,5139,0,32650,0,31,38,20,848,0
2020-02-24,311,6010,0,55913,0,57,55,34,1136,0
2020-02-25,343,6017,0,72848,0,78,72,40,1212,0
2020-02-26,293,5894,0,91445,0,93,66,31,1164,0
2020-02-27,324,6304,0,111351,0,83,71,65,1225,0
2020-02-28,276,5787,0,116883,0,99,84,57,1067,0
2020-02-29,206,5433,0,115849,0,63,69,62,864,0
2020-03-01,221,5463,0,113687,0,59,78,55,947,0
2020-03-02,317,6021,0,129241,0,107,105,75,1203,0
2020-03-03,266,6618,0,116797,0,100,129,70,1273,0
2020-03-04,258,6753,0,104179,0,109,160,55,1230,0
2020-03-05,270,6882,0,101681,0,93,128,57,1319,0
2020-03-06,247,6287,0,103448,0,85,95,69,1223,0
2020-03-07,216,5762,0,104842,0,57,146,61,932,0
2020-03-08,220,5613,0,122708,0,80,114,58,968,0
2020-03-09,252,6331,0,134990,0,155,152,97,1091,0
2020-03-10,302,6197,0,148560,0,140,191,132,1238,0
2020-03-11,302,6333,0,212693,0,201,248,149,1189,0
2020-03-12,266,6702,0,343898,0,259,339,224,1355,0
2020-03-13,211,6727,0,319294,0,198,353,199,1247,0
2020-03-14,203,12254,0,300729,0,165,300,131,1143,0
2020-03-15,211,22032,0,313940,56,138,284,122,1202,0
2020-03-16,264,27756,0,334214,102,234,383,155,1373,0
2020-03-17,296,26163,0,368570,95,199,502,144,1675,0
2020-03-18,259,50344,0,388985,120,179,519,172,1831,0
2020-03-19,280,29662,0,394929,104,158,446,143,2331,0
2020-03-20,218,17142,0,424968,126,167,364,158,1738,0
2020-03-21,204,15097,0,422931,99,151,362,130,1690,0
2020-03-22,234,13623,0,428663,115,147,406,149,1710,0
2020-03-23,232,15632,0,403505,114,161,439,145,1873,0
2020-03-24,270,12779,0,354292,129,138,361,124,1871,0
2020-03-25,264,11850,0,303775,112,71,262,83,2166,0
2020-03-26,278,11431,0,301373,1297,39,163,32,2194,0
2020-03-27,241,13288,0,299543,2929,32,135,29,2488,0
2020-03-28,237,12589,0,312630,3064,41,154,21,2868,0
2020-03-29,259,10731,0,325257,3548,37,114,28,1968,0
2020-03-30,301,9817,0,261596,3198,36,111,32,2152,0
2020-03-31,247,9167,0,239703,2697,34,96,20,2062,0
2020-04-01,248,8461,0,267788,3523,34,106,24,2275,0
2020-04-02,265,8225,0,275473,2666,25,75,21,2564,0
2020-04-03,223,7796,0,248078,2504,26,89,23,2385,0
2020-04-04,222,7594,0,272985,2408,26,76,18,1995,0
2020-04-05,231,7815,0,246548,2662,27,86,23,2003,0
2020-04-06,330,8069,0,193848,2290,26,69,17,2107,0
2020-04-07,273,9703,0,170632,2035,34,63,24,2067,0
2020-04-08,246,8405,0,158840,2235,28,49,19,2081,0
2020-04-09,225,7835,0,160342,2356,23,49,10,2024,0
2020-04-10,224,7315,0,167900,3065,20,66,12,1859,0
2020-04-11,165,6882,0,163172,3547,25,44,12,1743,0
2020-04-12,179,6422,0,158340,3190,21,73,18,1598,0
2020-04-13,203,6540,0,139516,2743,17,30,7,1897,0
2020-04-14,214,6210,0,124185,2237,14,60,24,1857,0
2020-04-15,228,6487,0,119760,2347,23,41,14,2010,0
2020-04-16,202,6260,0,117012,2171,21,32,18,2134,0
2020-04-17,218,6317,0,122711,2025,24,40,23,2372,0
2020-04-18,161,6225,0,126801,2019,16,34,20,2041,0
2020-04-19,138,6091,0,140802,2008,50,38,15,1782,0
2020-04-20,240,6377,0,122490,2088,56,27,29,2093,0
2020-04-21,199,6125,0,125174,2013,19,31,17,2072,0
2020-04-22,253,6275,0,132067,2080,21,26,15,2091,0
2020-04-23,193,5960,0,121641,1913,23,30,12,1922,0
2020-04-24,170,5668,0,102197,1792,21,22,12,1918,0
2020-04-25,135,5371,0,112077,1513,13,35,18,1747,0
2020-04-26,159,5212,0,120391,1452,20,37,14,2256,0
2020-04-27,190,5587,0,110092,1768,25,38,10,2947,0
2020-04-28,195,5518,0,97812,2093,38,38,23,2525,0
2020-04-29,193,5363,0,92819,2997,15,16,17,2022,0
2020-04-30,159,4995,0,81652,2327,12,11,13,1890,0
2020-05-01,153,4541,0,78132,2334,12,15,14,1791,0
2020-05-02,151,4407,0,71678,1611,25,26,18,1401,0
2020-05-03,151,4606,0,82496,1657,21,31,21,1453,0
2020-05-04,171,4917,0,91704,1428,14,30,21,1823,0
2020-05-05,172,4901,0,76886,1271,18,24,14,1957,0
2020-05-06,162,4649,0,65071,1176,12,17,5,1920,0
2020-05-07,138,4466,0,60471,983,6,14,5,1663,0
2020-05-08,151,4597,0,60876,838,14,12,9,1617,0
2020-05-09,119,4413,0,67344,820,15,27,6,2327,0
2020-05-10,131,4265,0,73597,915,16,24,7,2277,0
2020-05-11,165,4482,0,67646,890,22,38,14,2489,0
2020-05-12,180,4613,0,63478,937,9,16,10,2079,0
2020-05-13,194,4431,0,67140,885,19,19,6,1912,0
2020-05-14,179,4598,0,78338,933,13,15,8,1876,0
2020-05-15,117,4416,0,69828,919,12,25,10,1596,0
2020-05-16,152,4191,0,69943,812,10,14,4,1278,0
2020-05-17,110,4387,0,73333,876,9,17,4,1325,0
2020-05-18,132,4696,0,66644,937,13,10,9,1623,0
2020-05-19,152,4611,0,61454,845,18,16,11,1599,0
2020-05-20,149,4151,0,54165,787,19,6,8,1445,0
2020-05-21,167,4166,0,53020,757,18,14,11,1467,0
2020-05-22,116,4029,0,47694,742,17,18,12,1225,0
2020-05-23,103,3811,0,46236,631,10,15,4,988,0
2020-05-24,94,3895,0,50370,970,6,10,10,940,0
2020-05-25,111,4017,0,50723,822,11,12,7,1061,0
2020-05-26,122,4555,0,48562,954,11,15,10,1284,0
2020-05-27,120,4311,0,43925,1066,16,12,8,1114,0
2020-05-28,166,4314,0,42539,1071,16,16,8,1288,0
2020-05-29,118,3679,0,35948,562,11,15,6,1101,0
2020-05-30,96,3443,0,33206,416,6,8,7,878,0
2020-05-31,116,3434,0,32959,351,7,18,8,786,0
2020-06-01,112,3652,0,30200,399,5,8,5,979,0
2020-06-02,123,3611,0,23774,310,4,20,7,976,0
2020-06-03,134,4291,0,22225,358,7,11,3,1121,0
2020-06-04,137,3681,0,20206,242,4,14,4,1088,0
2020-06-05,130,3510,0,23833,226,8,17,4,1216,0
2020-06-06,99,3201,0,23813,247,8,15,3,818,0
2020-06-07,108,3427,0,28544,256,7,17,8,840,0
2020-06-08,134,3786,0,24775,275,8,10,9,1024,0
2020-06-09,141,3770,0,23033,247,10,12,7,1122,0
2020-06-10,135,3700,0,23628,241,8,6,7,1237,0
2020-06-11,105,3824,0,25814,323,10,9,6,1203,0
2020-06-12,114,3448,0,24224,281,11,7,4,1017,0
2020-06-13,78,3249,0,23989,293,8,15,4,841,0
2020-06-14,71,3290,0,26236,202,8,8,7,834,0
2020-06-15,115,3472,0,23524,289,6,12,8,1109,0
2020-06-16,132,3611,0,22193,281,3,14,1,1038,0
2020-06-17,126,3563,0,22109,268,7,7,7,1061,0
2020-06-18,100,3708,0,21358,297,10,12,4,1234,0
2020-06-19,111,4156,0,20241,358,8,12,5,1328,0
2020-06-20,85,4108,0,21832,283,4,5,5,906,0
2020-06-21,71,4083,0,25703,311,7,10,8,894,0
2020-06-22,89,4252,0,25950,327,4,11,5,1105,0
2020-06-23,106,4235,0,23673,301,7,13,10,1109,0
2020-06-24,149,4176,0,24739,326,7,8,9,1111,0
2020-06-25,133,4415,0,28954,352,3,5,3,1061,0
2020-06-26,146,4037,0,29369,425,5,10,4,1024,0
2020-06-27,79,4096,0,31212,357,5,4,0,848,0
2020-06-28,84,4267,0,40431,407,12,6,5,947,0
2020-06-29,131,4387,0,39880,421,7,7,1,975,0
2020-06-30,102,4532,0,34114,427,9,15,7,973,0
2020-07-01,130,4408,0,29760,391,7,8,5,979,0
2020-07-02,112,4583,0,27521,366,6,10,8,1094,0
2020-07-03,82,4130,0,26874,359,11,11,12,1028,0
2020-07-04,84,3930,0,27446,292,10,13,5,1028,0
2020-07-05,75,4168,0,31596,334,5,8,7,976,0
2020-07-06,113,4397,0,34337,390,4,9,7,1133,0
2020-07-07,86,4288,0,30435,383,8,15,9,1287,0
2020-07-08,97,4467,0,28835,488,7,8,6,1212,0
2020-07-09,95,4448,0,27782,466,6,8,7,1121,0
2020-07-10,107,4611,0,26888,438,5,9,5,1331,0
2020-07-11,99,4160,0,26841,420,3,2,4,1046,0
2020-07-12,106,4309,0,28962,420,5,16,6,1103,0
2020-07-13,96,4488,0,33196,473,12,13,3,1135,0
2020-07-14,112,4639,0,38015,552,11,7,4,1268,0
2020-07-15,96,4717,0,38253,500,4,12,6,1291,0
2020-07-16,107,4549,0,33225,534,5,3,3,1346,0
2020-07-17,105,4416,0,41029,491,8,12,6,1302,0
2020-07-18,90,4256,0,39166,447,7,9,6,1081,0
2020-07-19,105,4726,0,39338,527,5,10,8,1071,0
2020-07-20,120,5462,0,32497,481,6,9,10,1270,0
2020-07-21,105,5181,0,26920,501,8,6,1,1231,0
2020-07-22,112,4786,0,26734,455,5,6,8,1193,0
2020-07-23,118,4539,0,24089,415,11,5,4,1233,0
2020-07-24,122,4337,0,25028,360,6,9,2,1454,0
2020-07-25,86,4181,0,25812,287,6,14,3,942,0
2020-07-26,99,4221,0,26807,287,5,8,5,972,0
2020-07-27,127,4365,0,25396,310,8,6,5,1068,0
2020-07-28,124,4585,0,22915,319,6,9,3,1104,0
2020-07-29,94,4488,0,23945,312,6,13,8,1173,0
2020-07-30,115,4158,0,25897,349,9,11,4,1113,0
2020-07-31,97,3742,0,23148,270,11,12,7,1006,0
2020-08-01,107,3857,0,22248,255,14,11,8,819,0
2020-08-02,83,3813,0,26855,290,8,10,4,870,0
2020-08-03,113,4383,0,30108,290,10,9,5,1025,0
2020-08-04,92,4492,0,28652,345,7,4,2,1130,0
2020-08-05,121,4314,0,24928,329,5,4,9,1052,0
2020-08-06,77,4404,0,22440,317,7,9,2,1155,0
2020-08-07,88,4086,0,21431,322,7,8,6,1096,0
