Mois,flu: (États-Unis),sinusitis_x,bronchitis,stomach flu_x,pneumonia,influenza,sore throat_x,conjonctivitis,cyanosis,Rhinorrhea,Polypnea,vomiting,abdominal pain,chest pain,dyspnea,arthralgia,fainting,h1n1,hygiene,face masks,social distancing,congestion,fatigue,sore throat_y,runny nose,flu symptoms,sneezing,fever,headache,difficulty breathing,dry cough,difficulty sleeping,sinusitis_y,myalgia_x,stomach flu_y,diarrhea_x,shaking chills,myalgia_y,irritability,diarrhea_y
2007-01,0.12903225806451613,0.016129032258064516,0.03225806451612903,0.016129032258064516,0.04838709677419355,0.016129032258064516,0.03225806451612903,0.0,0.016129032258064516,0.016129032258064516,0.0,0.03225806451612903,0.016129032258064516,0.016129032258064516,0.016129032258064516,0.016129032258064516,0.016129032258064516,0.0,0.016129032258064516,0.016129032258064516,0.0,0.016129032258064516,0.03225806451612903,0.03225806451612903,0.016129032258064516,0.016129032258064516,0.016129032258064516,0.16129032258064516,0.04838709677419355,0.125,0.125,0.125,0.125,0.125,0.125,0.25,0.0,0.125,0.125,0.25
2007-02,0.12698412698412698,0.015873015873015872,0.031746031746031744,0.015873015873015872,0.047619047619047616,0.031746031746031744,0.031746031746031744,0.0,0.015873015873015872,0.015873015873015872,0.0,0.015873015873015872,0.015873015873015872,0.015873015873015872,0.015873015873015872,0.015873015873015872,0.015873015873015872,0.0,0.015873015873015872,0.015873015873015872,0.0,0.015873015873015872,0.031746031746031744,0.031746031746031744,0.015873015873015872,0.031746031746031744,0.015873015873015872,0.15873015873015872,0.047619047619047616,0.125,0.125,0.125,0.125,0.125,0.125,0.25,0.0,0.125,0.125,0.25
2007-03,0.10169491525423732,0.016949152542372885,0.03389830508474577,0.016949152542372885,0.05084745762711866,0.016949152542372885,0.03389830508474577,0.0,0.016949152542372885,0.016949152542372885,0.0,0.016949152542372885,0.016949152542372885,0.016949152542372885,0.016949152542372885,0.016949152542372885,0.016949152542372885,0.0,0.016949152542372885,0.016949152542372885,0.0,0.016949152542372885,0.03389830508474577,0.03389830508474577,0.016949152542372885,0.016949152542372885,0.016949152542372885,0.16949152542372886,0.05084745762711866,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333
2007-04,0.07547169811320754,0.018867924528301886,0.018867924528301886,0.018867924528301886,0.03773584905660377,0.018867924528301886,0.03773584905660377,0.0,0.018867924528301886,0.018867924528301886,0.0,0.018867924528301886,0.018867924528301886,0.018867924528301886,0.018867924528301886,0.018867924528301886,0.018867924528301886,0.0,0.018867924528301886,0.018867924528301886,0.0,0.018867924528301886,0.03773584905660377,0.03773584905660377,0.018867924528301886,0.018867924528301886,0.018867924528301886,0.16981132075471697,0.05660377358490566,0.25,0.25,0.0,0.25,0.25,0.25,0.5,0.0,0.25,0.25,0.5
2007-05,0.056603773584905655,0.018867924528301886,0.018867924528301886,0.018867924528301886,0.03773584905660377,0.018867924528301886,0.03773584905660377,0.0,0.018867924528301886,0.018867924528301886,0.0,0.018867924528301886,0.018867924528301886,0.018867924528301886,0.018867924528301886,0.018867924528301886,0.018867924528301886,0.0,0.018867924528301886,0.018867924528301886,0.0,0.018867924528301886,0.03773584905660377,0.03773584905660377,0.018867924528301886,0.018867924528301886,0.018867924528301886,0.16981132075471697,0.056603773584905655,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666
2007-06,0.0392156862745098,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0392156862745098,0.0196078431372549,0.0392156862745098,0.0,0.0196078431372549,0.0196078431372549,0.0,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.0,0.0196078431372549,0.0196078431372549,0.0,0.0196078431372549,0.0392156862745098,0.0392156862745098,0.0196078431372549,0.0196078431372549,0.0196078431372549,0.1568627450980392,0.058823529411764705,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,1.0
2007-07,0.041666666666666664,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.041666666666666664,0.020833333333333332,0.020833333333333332,0.0,0.020833333333333332,0.020833333333333332,0.0,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.0,0.020833333333333332,0.020833333333333332,0.0,0.020833333333333332,0.041666666666666664,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.16666666666666666,0.0625,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.0,0.5,0.5,1.0
2007-08,0.041666666666666664,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.041666666666666664,0.020833333333333332,0.020833333333333332,0.0,0.020833333333333332,0.020833333333333332,0.0,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.0,0.020833333333333332,0.020833333333333332,0.0,0.020833333333333332,0.041666666666666664,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.16666666666666666,0.0625,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.0,0.5,0.5,1.0
2007-09,0.07547169811320754,0.018867924528301886,0.018867924528301886,0.018867924528301886,0.03773584905660377,0.018867924528301886,0.018867924528301886,0.0,0.018867924528301886,0.018867924528301886,0.0,0.018867924528301886,0.018867924528301886,0.018867924528301886,0.018867924528301886,0.018867924528301886,0.018867924528301886,0.0,0.018867924528301886,0.018867924528301886,0.0,0.018867924528301886,0.03773584905660377,0.018867924528301886,0.018867924528301886,0.018867924528301886,0.018867924528301886,0.1509433962264151,0.05660377358490566,0.25,0.25,0.25,0.25,0.25,0.25,0.75,0.0,0.25,0.25,0.75
2007-10,0.20312500000000003,0.015625000000000003,0.015625000000000003,0.015625000000000003,0.04687500000000001,0.015625000000000003,0.03125000000000001,0.0,0.015625000000000003,0.015625000000000003,0.0,0.015625000000000003,0.015625000000000003,0.015625000000000003,0.015625000000000003,0.015625000000000003,0.015625000000000003,0.015625000000000003,0.015625000000000003,0.015625000000000003,0.0,0.015625000000000003,0.03125000000000001,0.03125000000000001,0.015625000000000003,0.015625000000000003,0.015625000000000003,0.12500000000000003,0.04687500000000001,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.0,0.07692307692307693,0.07692307692307693,0.15384615384615385
